sample_idx,time_us,interval_ms
1,9928,9.818000
2,19945,10.017000
3,29674,9.729000
4,39756,10.082000
5,49800,10.044000
6,59816,10.016000
7,70033,10.217000
8,79962,9.929000
9,90154,10.192000
10,99890,9.736000
11,109924,10.034000
12,120018,10.094000
13,130323,10.305000
14,140089,9.766000
15,149904,9.815000
16,159985,10.081000
17,170237,10.252000
18,179730,9.493000
19,189886,10.156000
20,200321,10.435000
21,210200,9.879000
22,219977,9.777000
23,229976,9.999000
24,239760,9.784000
25,250010,10.250000
26,259967,9.957000
27,269980,10.013000
28,280178,10.198000
29,290020,9.842000
30,299925,9.905000
31,310063,10.138000
32,320158,10.095000
33,329868,9.710000
34,339909,10.041000
35,350029,10.120000
36,359865,9.836000
37,370015,10.150000
38,379697,9.682000
39,389857,10.160000
40,400011,10.154000
41,409941,9.930000
42,419913,9.972000
43,429944,10.031000
44,439906,9.962000
45,449790,9.884000
46,459969,10.179000
47,469912,9.943000
48,480031,10.119000
49,490007,9.976000
50,500147,10.140000
51,509678,9.531000
52,519787,10.109000
53,529979,10.192000
54,539963,9.984000
55,550026,10.063000
56,559697,9.671000
57,569992,10.295000
58,580071,10.079000
59,589789,9.718000
60,599987,10.198000
61,609972,9.985000
62,620106,10.134000
63,630093,9.987000
64,639917,9.824000
65,649779,9.862000
66,660079,10.300000
67,669850,9.771000
68,679910,10.060000
69,690053,10.143000
70,700002,9.949000
71,710193,10.191000
72,719811,9.618000
73,729940,10.129000
74,739968,10.028000
75,749723,9.755000
76,760161,10.438000
77,769882,9.721000
78,779996,10.114000
79,790062,10.066000
80,800033,9.971000
81,809893,9.860000
82,820000,10.107000
83,830170,10.170000
84,839992,9.822000
85,850056,10.064000
86,860122,10.066000
87,870207,10.085000
88,880014,9.807000
89,889881,9.867000
90,899867,9.986000
91,910179,10.312000
92,919898,9.719000
93,930032,10.134000
94,940061,10.029000
95,950013,9.952000
96,960102,10.089000
97,969695,9.593000
98,980138,10.443000
99,989981,9.843000
100,1000072,10.091000
101,1010096,10.024000
102,1019983,9.887000
103,1030040,10.057000
104,1039973,9.933000
105,1050004,10.031000
106,1059921,9.917000
107,1070115,10.194000
108,1080503,10.388000
109,1090046,9.543000
110,1100191,10.145000
111,1109972,9.781000
112,1119955,9.983000
113,1130075,10.120000
114,1139839,9.764000
115,1149854,10.015000
116,1159946,10.092000
117,1169985,10.039000
118,1179915,9.930000
119,1190036,10.121000
120,1199971,9.935000
121,1209737,9.766000
122,1219971,10.234000
123,1229643,9.672000
124,1239977,10.334000
125,1250111,10.134000
126,1259980,9.869000
127,1269838,9.858000
128,1279753,9.915000
129,1289999,10.246000
130,1300131,10.132000
131,1310119,9.988000
132,1319880,9.761000
133,1329937,10.057000
134,1339987,10.050000
135,1350104,10.117000
136,1359539,9.435000
137,1369788,10.249000
138,1379832,10.044000
139,1390008,10.176000
140,1400038,10.030000
141,1409830,9.792000
142,1419785,9.955000
143,1430034,10.249000
144,1440003,9.969000
145,1450123,10.120000
146,1459965,9.842000
147,1470041,10.076000
148,1480012,9.971000
149,1489747,9.735000
150,1500179,10.432000
151,1509851,9.672000
152,1520112,10.261000
153,1529964,9.852000
154,1540035,10.071000
155,1550000,9.965000
156,1560032,10.032000
157,1570021,9.989000
158,1579951,9.930000
159,1589980,10.029000
160,1599947,9.967000
161,1609987,10.040000
162,1619848,9.861000
163,1629794,9.946000
164,1640006,10.212000
165,1649670,9.664000
166,1660200,10.530000
167,1669994,9.794000
168,1679768,9.774000
169,1689884,10.116000
170,1699859,9.975000
171,1710089,10.230000
172,1719959,9.870000
173,1729861,9.902000
174,1739652,9.791000
175,1750095,10.443000
176,1759876,9.781000
177,1769879,10.003000
178,1779969,10.090000
179,1789871,9.902000
180,1800236,10.365000
181,1810112,9.876000
182,1820113,10.001000
183,1830033,9.920000
184,1840248,10.215000
185,1849730,9.482000
186,1860062,10.332000
187,1869959,9.897000
188,1880015,10.056000
189,1889901,9.886000
190,1900048,10.147000
191,1909872,9.824000
192,1920237,10.365000
193,1930130,9.893000
194,1940158,10.028000
195,1950133,9.975000
196,1959843,9.710000
197,1969863,10.020000
198,1979934,10.071000
199,1989935,10.001000
200,2000135,10.200000
201,2010138,10.003000
202,2019939,9.801000
203,2030034,10.095000
204,2039715,9.681000
205,2050012,10.297000
206,2059766,9.754000
207,2069956,10.190000
208,2079915,9.959000
209,2089930,10.015000
210,2100035,10.105000
211,2109688,9.653000
212,2119913,10.225000
213,2130090,10.177000
214,2139922,9.832000
215,2149932,10.010000
216,2160245,10.313000
217,2169682,9.437000
218,2179797,10.115000
219,2190137,10.340000
220,2199950,9.813000
221,2210026,10.076000
222,2219805,9.779000
223,2230303,10.498000
224,2240042,9.739000
225,2250032,9.990000
226,2260176,10.144000
227,2269934,9.758000
228,2280171,10.237000
229,2289842,9.671000
230,2299877,10.035000
231,2310213,10.336000
232,2319872,9.659000
233,2330245,10.373000
234,2340164,9.919000
235,2350036,9.872000
236,2360163,10.127000
237,2369900,9.737000
238,2380097,10.197000
239,2390084,9.987000
240,2399964,9.880000
241,2409872,9.908000
242,2419903,10.031000
243,2430227,10.324000
244,2440021,9.794000
245,2450053,10.032000
246,2459830,9.777000
247,2469989,10.159000
248,2480189,10.200000
249,2489799,9.610000
250,2499676,9.877000
251,2510065,10.389000
252,2519952,9.887000
253,2529889,9.937000
254,2540185,10.296000
255,2550223,10.038000
256,2559946,9.723000
257,2570084,10.138000
