t,roll_deg,pitch_deg,yaw_deg,gx_rad_s,gy_rad_s,gz_rad_s,ax_m_s2,ay_m_s2,az_m_s2,mx_uT,my_uT,mz_uT
0.0,8.529330354625688e-16,21.213203435596434,30.00000000000001,32.923212562757364,23.268062332939365,0.0035583070098783726,3.7620569045684698,-0.10131720506601224,-8.837812865672282,12.608234335144536,-19.445941206802207,52.1579819225578
0.01,17.633557568774197,29.630650217854136,24.27050983124842,36.201810144956696,-0.19278063743842344,-17.583459290303306,5.05653162241879,-2.6939397099079074,-7.816265293791532,6.801819079531462,-2.117756782802114,55.6169469828
0.02,28.53169548885461,26.730195725651036,9.270509831248427,24.260317645531096,-26.488301179812296,-17.42289597585352,4.62881656765533,-4.279926477760238,-7.381119311185615,12.896279168337825,13.62469397589767,51.98080076504006
0.03,28.53169548885461,13.619714992186406,-9.270509831248418,-2.791259991527251,-40.30298354017799,-12.717157360490091,2.5201304059976044,-4.660183163836484,-8.064644636286307,26.68672285927679,20.638604886190976,44.99884723930492
0.04,17.633557568774197,-4.693033951206922,-24.27050983124842,-28.20317203480987,-36.82944576851594,-8.52448728419879,-0.5907840906492784,-3.057162353370612,-8.999535054303918,40.455792389710304,17.52001005069265,38.07434635314625
0.05,2.558799106387706e-15,-21.213203435596427,-30.000000000000004,-32.90636070168894,-23.280369154684408,0.0031810717085725857,-3.343753955730183,-0.10315635807676803,-8.826844666911791,50.02275647374075,8.96817452825025,32.39118473382096
0.06,-17.633557568774194,-29.630650217854143,-24.27050983124843,-17.055122487087218,-10.006803495473159,14.4707983420751,-4.637126488855332,2.4815129595967336,-7.806889518883542,55.15217206638089,-0.6138595396226125,27.126932806532267
0.07,-28.531695488854606,-26.73019572565104,-9.270509831248432,3.91802843870068,-0.23212762951782365,31.70444244150796,-4.204987285222074,4.077113625952227,-7.37212242341322,54.980151829975,-12.448353392168151,24.899526054658264
0.08,-28.53169548885461,-13.619714992186408,9.270509831248416,17.55082016719802,11.228533373675596,40.74083072900457,-2.092059566777455,4.459928952557615,-8.055016104181625,45.79342883568609,-24.748894125345764,29.73295914540943
0.09,-17.633557568774197,4.6930339512069175,24.27050983124841,25.054592538548256,25.135297541971237,28.228013268239593,1.0115043852300272,2.861604730780199,-8.998437294127994,28.56674631377365,-29.220274673959544,41.21616573232278
0.1,-9.382263390088256e-15,21.21320343559642,29.999999999999996,32.922885058469426,23.26826220067113,0.0026514694793394506,3.7601346744362685,-0.08783374662391216,-8.845496857696643,12.707340405850388,-19.376713760339186,52.09252242185012
0.11,17.633557568774194,29.630650217854136,24.27050983124843,36.202535537850046,-0.1926112695989677,-17.583800557594547,5.051892239677006,-2.6823572566912026,-7.822858078595648,6.712384926518074,-2.381022027126789,55.85990478986741
0.12,28.531695488854606,26.730195725651026,9.270509831248432,24.25993377712209,-26.488246415246824,-17.42182689161415,4.620399095233584,-4.282757578918404,-7.380606995715994,12.833817462118759,13.614867157643564,52.065844436336995
0.13,28.53169548885461,13.619714992186388,-9.270509831248411,-2.7917241133523127,-40.302821601517046,-12.717495323986773,2.5195287014668346,-4.647040302694107,-8.068829521596536,26.619183413329917,20.543092207164786,44.92370829600965
0.14,17.633557568774197,-4.693033951206941,-24.270509831248408,-28.203904779334398,-36.82913031174596,-8.524570071219799,-0.5902995073691668,-3.0687295458748656,-9.008136182326096,40.53125131740324,17.288950949173536,38.31492415345305
0.15,1.2793995531938533e-14,-21.213203435596437,-30.00000000000001,-32.90680706365932,-23.280685654625593,0.0035897854998988787,-3.3304286259916323,-0.09993440006659877,-8.830807253619756,50.058341720269524,9.016299254361222,32.488817976162125
0.16,-17.633557568774187,-29.63065021785413,-24.27050983124843,-17.055837906036043,-10.00715232158124,14.470706335886993,-4.63381772578078,2.490745536413256,-7.812852405011905,55.07145337728607,-0.6515991434033054,27.267211626955735
0.17,-28.531695488854602,-26.730195725651026,-9.270509831248432,3.9176126253652495,-0.23213193372158283,31.704128172095963,-4.199675433432823,4.09396350165423,-7.3839054093091026,54.75144040163942,-12.426906435171151,24.84610257008217
0.18,-28.531695488854613,-13.619714992186392,9.270509831248408,17.55079778722905,11.228624835304586,40.74127656344577,-2.117183481058695,4.450116373283097,-8.059545760461319,45.95547051072048,-24.8211618725065,29.508899681352375
0.19,-17.6335575687742,4.693033951206939,24.270509831248418,25.054569244502396,25.13560859432786,28.227939110252052,1.0008306425758529,2.861327987899446,-9.00515806920759,28.692294853275467,-29.363650870686254,41.158429705041385
0.2,-1.449986160286367e-14,21.213203435596434,30.000000000000004,32.924491794334585,23.26935331153465,0.002997086440401158,3.769558427681612,-0.10779717197189947,-8.833992695184744,12.469985181687287,-19.4844980061965,52.172028928427295
0.21,17.63355756877418,29.630650217854136,24.270509831248432,36.203147141891826,-0.19316361037218477,-17.583167580490603,5.06676229064754,-2.6830378270374733,-7.820888420065484,6.760131601643136,-2.3974276256984672,55.68199628236961
0.22,28.531695488854602,26.730195725651026,9.270509831248441,24.260353638732088,-26.488751311379588,-17.422633714473452,4.619076404481176,-4.298715997992106,-7.370124301498985,12.84985591272441,13.89538881788513,51.959035137290016
0.23,28.531695488854623,13.619714992186397,-9.270509831248356,-2.7918806211440903,-40.30326384263749,-12.71750545800624,2.524752800019043,-4.644442869648212,-8.064006353207276,26.443507448472097,20.54585245335583,44.76646521869331
0.24,17.63355756877421,-4.693033951206934,-24.270509831248454,-28.203333008124968,-36.828992642327066,-8.524893449581318,-0.596309422938641,-3.054549757929439,-8.98941590859299,40.56785258754465,17.356740952432066,38.36882125807901
0.25,1.7911593744713945e-14,-21.213203435596434,-30.000000000000004,-32.90682913517016,-23.28051253232874,0.0037545106813465226,-3.341389853896078,-0.10838975582864652,-8.829680807525648,50.17076211974348,8.853702866709195,32.343944831757376
0.26,-17.63355756877418,-29.630650217854136,-24.2705098312484,-17.054976499587426,-10.006931719421063,14.470096455099657,-4.641551381567876,2.471530213415919,-7.803267113687437,55.124528017252246,-0.6278296314090726,27.243225727322564
