sample_idx,time_us,interval_ms
1,10085,10.083000
2,19995,9.910000
3,30067,10.072000
4,40290,10.223000
5,49964,9.674000
6,59740,9.776000
7,69666,9.926000
8,80191,10.525000
9,89977,9.786000
10,99878,9.901000
11,109993,10.115000
12,120115,10.122000
13,130065,9.950000
14,140164,10.099000
15,150158,9.994000
16,159844,9.686000
17,170156,10.312000
18,180012,9.856000
19,189945,9.933000
20,199872,9.927000
21,209945,10.073000
22,220134,10.189000
23,229969,9.835000
24,240376,10.407000
25,249998,9.622000
26,260121,10.123000
27,270051,9.930000
28,279721,9.670000
29,290044,10.323000
30,300270,10.226000
31,310343,10.073000
32,320085,9.742000
33,329840,9.755000
34,340000,10.160000
35,350138,10.138000
36,359915,9.777000
37,369790,9.875000
38,380005,10.215000
39,389897,9.892000
40,399929,10.032000
41,410070,10.141000
42,420035,9.965000
43,429938,9.903000
44,439831,9.893000
45,449798,9.967000
46,459737,9.939000
47,469660,9.923000
48,480115,10.455000
49,489986,9.871000
50,499679,9.693000
51,510214,10.535000
52,520111,9.897000
53,530243,10.132000
54,540232,9.989000
55,550127,9.895000
56,560106,9.979000
57,569763,9.657000
58,579853,10.090000
59,589913,10.060000
60,599896,9.983000
61,610033,10.137000
62,619976,9.943000
63,629959,9.983000
64,639819,9.860000
65,649710,9.891000
66,660221,10.511000
67,669892,9.671000
68,680097,10.205000
69,689939,9.842000
70,700019,10.080000
71,709954,9.935000
72,719998,10.044000
73,729952,9.954000
74,739901,9.949000
75,750027,10.126000
76,760058,10.031000
77,769960,9.902000
78,779768,9.808000
79,789813,10.045000
80,800011,10.198000
81,810179,10.168000
82,820217,10.038000
83,830001,9.784000
84,839960,9.959000
85,850052,10.092000
86,859919,9.867000
87,869622,9.703000
88,880081,10.459000
89,889764,9.683000
90,899943,10.179000
91,910466,10.523000
92,920121,9.655000
93,930049,9.928000
94,939861,9.812000
95,949967,10.106000
96,960178,10.211000
97,969933,9.755000
98,980007,10.074000
99,989957,9.950000
100,999667,9.710000
101,1009955,10.288000
102,1020221,10.266000
103,1029760,9.539000
104,1040143,10.383000
105,1049956,9.813000
106,1059962,10.006000
107,1069956,9.994000
108,1080190,10.234000
