seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,0,0.05040597543120384,0.028398342430591583,-0.9793344140052795,0.02752569131553173,-0.3170711398124695,-0.3388381004333496,30.27588653564453,-9.050024032592773,39.37147521972656,0
1,9751,-0.0116622569039464,0.029159072786569595,-0.9954407811164856,0.4174038767814636,-0.9121349453926086,1.210434913635254,29.611553192138672,-11.838123321533203,39.45590591430664,0
2,20197,0.03769571706652641,-0.05936276912689209,-0.9792787432670593,0.010454225353896618,-0.14133401215076447,0.34825438261032104,29.961267471313477,-9.194242477416992,41.473976135253906,0
3,29854,-0.021334655582904816,-0.0002284722140757367,-0.9702562093734741,-0.7332546710968018,-0.025057252496480942,0.24278755486011505,31.124387741088867,-9.792954444885254,40.43368148803711,0
4,39693,-0.02176116593182087,-0.021276848390698433,-0.9719006419181824,-0.19701038300991058,0.2554764151573181,0.057398755103349686,30.669946670532227,-9.539073944091797,40.562896728515625,0
5,49839,0.011860756203532219,0.007004590705037117,-1.0049725770950317,0.3710893988609314,0.5424673557281494,0.4677410423755646,28.4903564453125,-9.694785118103027,37.871150970458984,0
6,59883,-0.0007585044950246811,-0.0025852485559880733,-0.9741697907447815,0.5289788246154785,-0.8338074088096619,0.1925526261329651,30.3577823638916,-9.596644401550293,39.310001373291016,0
7,69767,0.055539973080158234,0.08669072389602661,-1.0407770872116089,-0.0216846764087677,0.5134998559951782,0.46189725399017334,29.47100067138672,-9.240860939025879,40.434906005859375,0
8,79973,0.02310551144182682,-0.038793835788965225,-0.9894747734069824,-0.03574278578162193,0.8874948024749756,0.00711065111681819,28.831676483154297,-10.549842834472656,41.97941970825195,0
9,89857,0.044983554631471634,0.044442318379879,-1.002794861793518,-0.2784251570701599,0.4616731107234955,-0.3831300139427185,30.264942169189453,-10.821884155273438,41.27945327758789,0
10,100205,-0.014485557563602924,-0.024161560460925102,-1.0394026041030884,-0.532156229019165,-0.6568377017974854,-0.7437376379966736,29.641483306884766,-9.577299118041992,40.50236892700195,0
11,110054,-0.06801088899374008,0.046514417976140976,-1.023344874382019,0.13609585165977478,0.1228216215968132,-0.9130837321281433,28.95093536376953,-10.38359546661377,41.70501708984375,0
12,120234,0.07187262922525406,-0.01833411119878292,-1.0049816370010376,0.3458121716976166,0.5279191732406616,-0.3472640812397003,29.8909854888916,-11.33194637298584,38.83073806762695,0
13,130117,0.04451833292841911,-0.006896556355059147,-1.013105034828186,0.4891067445278168,0.756916344165802,-0.008023141883313656,30.817224502563477,-10.067976951599121,39.64159393310547,0
14,139984,-0.0448690690100193,0.0049036112613976,-0.9974747896194458,-0.24777984619140625,0.22080369293689728,-1.1225546598434448,30.392650604248047,-9.902848243713379,40.65476989746094,0
15,150075,-0.01668037474155426,-0.08423042297363281,-1.0151222944259644,0.19706140458583832,0.5197916626930237,0.14739196002483368,29.720657348632812,-10.4154634475708,41.08051300048828,0
16,159982,-0.08056207746267319,-0.004130717366933823,-1.0296034812927246,0.862898588180542,1.537899136543274,-0.08998709172010422,29.235849380493164,-11.45139217376709,39.51882553100586,0
17,170338,-0.05134302005171776,0.015196974389255047,-1.0250766277313232,0.3232540786266327,-0.3703899085521698,0.16291938722133636,30.116472244262695,-9.008545875549316,39.44245147705078,0
18,180036,-0.0321272648870945,-0.03832203894853592,-0.9938247799873352,-0.14554443955421448,-0.08357518911361694,-0.39214658737182617,27.637847900390625,-8.36778450012207,42.52344512939453,0
19,190121,-0.04206806421279907,0.06980212777853012,-0.9985917210578918,-0.1174626275897026,-0.2826912999153137,0.6972529888153076,31.575977325439453,-11.230549812316895,38.88616180419922,0
20,199956,0.07473734021186829,-0.007026941515505314,-0.9780233502388,0.04541414976119995,0.06310420483350754,-0.04365416243672371,29.66737174987793,-9.589703559875488,41.1832275390625,0
21,209838,-0.016392644494771957,-0.012775702401995659,-0.9873479604721069,-0.19010090827941895,0.4611850678920746,-0.6292055249214172,30.883758544921875,-8.928373336791992,40.06333923339844,0
22,220080,0.013258041813969612,0.01639551855623722,-0.9774893522262573,-0.14107713103294373,-0.2897179126739502,-0.9776835441589355,29.51590919494629,-11.26686954498291,40.22011184692383,0
23,229914,0.04081349074840546,-0.015976550057530403,-1.0275086164474487,0.5900392532348633,-0.5794024467468262,0.6198545098304749,28.023839950561523,-10.43635368347168,39.01496505737305,0
24,239971,-0.06172676384449005,0.0028938318137079477,-0.9737750887870789,-0.6085667610168457,0.2876149117946625,0.05842103436589241,29.272348403930664,-12.07917594909668,38.93408203125,0
25,249677,-0.05848890170454979,-0.008621945045888424,-1.0431970357894897,-0.01815294474363327,-0.7130628824234009,0.2915748953819275,28.690404891967773,-8.892404556274414,39.92506790161133,0
26,259667,-0.01610945165157318,-0.03134584054350853,-0.9824112057685852,-0.007471488323062658,0.19793376326560974,0.06323713809251785,30.64394760131836,-10.980408668518066,39.69434356689453,0
27,269769,-0.012409425340592861,0.034794289618730545,-1.02786386013031,-0.19088302552700043,-0.47268253564834595,0.1471933275461197,31.903606414794922,-11.525969505310059,39.78697204589844,0
28,279970,0.03733742609620094,0.012600334361195564,-1.0007539987564087,-0.27479422092437744,-0.42856502532958984,0.4132149815559387,30.63750648498535,-10.829312324523926,40.661869049072266,0
29,289900,-0.02684471383690834,-0.0053479853086173534,-1.0405247211456299,0.2671452462673187,-0.28898581862449646,-0.7757611274719238,28.453031539916992,-10.184426307678223,40.19089126586914,0
30,299783,-0.03248858079314232,-0.02318221889436245,-0.9970094561576843,-0.21250587701797485,0.9754086136817932,0.27250176668167114,28.96388053894043,-10.543874740600586,41.29086685180664,0
31,309848,-0.015380940400063992,-0.008571995422244072,-0.9863297343254089,0.38465332984924316,-0.11747102439403534,-0.7270947098731995,32.90311050415039,-8.889394760131836,39.433204650878906,0
32,320036,-0.06910406053066254,-0.0239220280200243,-0.9943729639053345,-0.4947936534881592,0.04221820458769798,-0.0522935725748539,31.68904685974121,-11.309178352355957,40.55302047729492,0
33,329706,0.011624920181930065,0.03422532230615616,-0.9931744337081909,-0.13212566077709198,0.7884403467178345,0.03547518700361252,30.015581130981445,-10.782211303710938,38.04746627807617,0
34,339928,-0.10414821654558182,-0.02363554947078228,-0.9913297295570374,-0.2476038634777069,1.1149958372116089,-0.3731243908405304,28.60234832763672,-9.96107292175293,39.995548248291016,0
35,350039,-0.019039800390601158,-0.031530510634183884,-0.9763408899307251,0.06492751836776733,-0.14382673799991608,0.8498072028160095,30.058767318725586,-9.443018913269043,40.714237213134766,0
36,360208,0.007437358610332012,0.007943585515022278,-1.0020389556884766,0.3394613564014435,0.6166476607322693,0.6087888479232788,29.969900131225586,-10.400431632995605,39.30073928833008,0
37,370004,0.05241164565086365,0.04038523510098457,-0.9959861040115356,0.1274489164352417,-1.04035484790802,-0.2479143887758255,28.433067321777344,-10.396777153015137,41.23344039916992,0
38,380225,0.011905407533049583,-0.04183165729045868,-0.9985166192054749,0.10393836349248886,0.1955087035894394,-0.38461780548095703,29.21865463256836,-9.907951354980469,40.944847106933594,0
39,389862,0.0646045133471489,-0.03024604544043541,-0.9856983423233032,-1.1182063817977905,-0.5393007397651672,0.45904994010925293,29.39392852783203,-10.250354766845703,41.606231689453125,0
40,399932,0.0023076313082128763,0.04512294381856918,-0.9738078713417053,-0.5760046243667603,0.14674845337867737,0.43102461099624634,29.241771697998047,-11.049321174621582,38.691612243652344,0
41,410046,0.09968902170658112,0.03999274596571922,-1.0419529676437378,-0.41499069333076477,-0.8155245780944824,0.30510592460632324,30.54431915283203,-11.153613090515137,40.132652282714844,0
42,419863,0.032118506729602814,-0.030026841908693314,-1.0215975046157837,-0.5330561399459839,-0.018012940883636475,-0.5508586168289185,29.569684982299805,-8.348088264465332,39.57982635498047,0
43,430001,0.0031926485244184732,0.07784431427717209,-0.9950631260871887,0.015121759846806526,-0.3928271234035492,0.06886685639619827,30.0842227935791,-11.599326133728027,39.40094757080078,0
44,439973,-0.04380544275045395,-0.009244292974472046,-1.0055243968963623,0.488714337348938,0.31978124380111694,0.09540700912475586,29.215133666992188,-9.709686279296875,39.399131774902344,0
45,450263,0.05414574593305588,-0.028318263590335846,-0.9926512837409973,-0.4233998954296112,0.5432002544403076,-0.052253447473049164,30.087831497192383,-10.459624290466309,41.211334228515625,0
46,459958,-0.06203233823180199,-0.07698981463909149,-0.9760704636573792,0.5213022232055664,-0.6103276610374451,-0.3805569112300873,29.351587295532227,-9.80968952178955,40.75928497314453,0
