sample_idx,time_us,interval_ms
1,9751,9.751000
2,20197,10.446000
3,29854,9.657000
4,39693,9.839000
5,49839,10.146000
6,59883,10.044000
7,69767,9.884000
8,79973,10.206000
9,89857,9.884000
10,100205,10.348000
11,110054,9.849000
12,120234,10.180000
13,130117,9.883000
14,139984,9.867000
15,150075,10.091000
16,159982,9.907000
17,170338,10.356000
18,180036,9.698000
19,190121,10.085000
20,199956,9.835000
21,209838,9.882000
22,220080,10.242000
23,229914,9.834000
24,239971,10.057000
25,249677,9.706000
26,259667,9.990000
27,269769,10.102000
28,279970,10.201000
29,289900,9.930000
30,299783,9.883000
31,309848,10.065000
32,320036,10.188000
33,329706,9.670000
34,339928,10.222000
35,350039,10.111000
36,360208,10.169000
37,370004,9.796000
38,380225,10.221000
39,389862,9.637000
40,399932,10.070000
41,410046,10.114000
42,419863,9.817000
43,430001,10.138000
44,439973,9.972000
45,450263,10.290000
46,459958,9.695000
47,469984,10.026000
48,480076,10.092000
49,489951,9.875000
50,499925,9.974000
51,509776,9.851000
52,519930,10.154000
53,530008,10.078000
54,540232,10.224000
55,550142,9.910000
56,560217,10.075000
57,569967,9.750000
58,579790,9.823000
59,590026,10.236000
60,599998,9.972000
61,609936,9.938000
62,620078,10.142000
63,630171,10.093000
64,640215,10.044000
65,649944,9.729000
66,660035,10.091000
67,669767,9.732000
68,679916,10.149000
69,689687,9.771000
70,700076,10.389000
71,710162,10.086000
72,719652,9.490000
73,730097,10.445000
74,739984,9.887000
75,750377,10.393000
76,760028,9.651000
77,769826,9.798000
78,779931,10.105000
79,789718,9.787000
80,799974,10.256000
81,810086,10.112000
82,820152,10.066000
83,830000,9.848000
84,840252,10.252000
85,850048,9.796000
86,859637,9.589000
87,869761,10.124000
88,879824,10.063000
89,890152,10.328000
90,899908,9.756000
91,909927,10.019000
92,919946,10.019000
93,929858,9.912000
94,939814,9.956000
95,949845,10.031000
96,959956,10.111000
97,969833,9.877000
98,980063,10.230000
99,990032,9.969000
100,1000103,10.071000
101,1009917,9.814000
102,1019972,10.055000
103,1029766,9.794000
104,1040049,10.283000
105,1049826,9.777000
106,1059880,10.054000
107,1070078,10.198000
108,1080148,10.070000
109,1089849,9.701000
110,1100067,10.218000
111,1109978,9.911000
112,1120012,10.034000
113,1129907,9.895000
114,1139744,9.837000
115,1149806,10.062000
116,1160012,10.206000
117,1170270,10.258000
118,1179986,9.716000
119,1189661,9.675000
120,1199803,10.142000
121,1210085,10.282000
122,1219915,9.830000
123,1229850,9.935000
124,1239839,9.989000
125,1250030,10.191000
126,1259902,9.872000
127,1269910,10.008000
128,1279948,10.038000
129,1289918,9.970000
130,1300152,10.234000
131,1309971,9.819000
132,1319870,9.899000
133,1329774,9.904000
134,1339994,10.220000
135,1349595,9.601000
136,1360273,10.678000
137,1370109,9.836000
138,1379971,9.862000
139,1390345,10.374000
140,1399821,9.476000
141,1410023,10.202000
142,1420027,10.004000
143,1429973,9.946000
144,1440094,10.121000
145,1450111,10.017000
146,1460273,10.162000
147,1469920,9.647000
148,1480050,10.130000
149,1490001,9.951000
150,1499983,9.982000
151,1509948,9.965000
152,1519812,9.864000
153,1529764,9.952000
154,1539939,10.175000
155,1550197,10.258000
156,1560145,9.948000
157,1569824,9.679000
158,1580109,10.285000
159,1589585,9.476000
160,1600155,10.570000
161,1609937,9.782000
162,1620134,10.197000
163,1629594,9.460000
164,1640045,10.451000
165,1650177,10.132000
166,1660274,10.097000
167,1670049,9.775000
168,1680306,10.257000
169,1690133,9.827000
170,1699820,9.687000
171,1709999,10.179000
172,1720118,10.119000
173,1729995,9.877000
174,1739753,9.758000
175,1750231,10.478000
176,1759803,9.572000
177,1769983,10.180000
