seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,22,0.027558453381061554,-0.010526475496590137,-1.031237244606018,0.1298390030860901,0.3051372170448303,-0.3044421374797821,29.858928680419922,-8.55301570892334,40.24626159667969,0
1,10101,-0.00180827546864748,0.005982191767543554,-1.0154415369033813,0.20200438797473907,0.3363926112651825,0.5699867010116577,31.619455337524414,-11.016448020935059,40.67584228515625,0
2,19922,0.04341532662510872,-0.037686437368392944,-1.005947232246399,-0.6132990121841431,0.26887038350105286,0.06733302026987076,29.367313385009766,-9.989274978637695,39.29545211791992,0
3,29937,-0.08020351827144623,0.06366098672151566,-1.0260390043258667,0.3244299590587616,0.6325082182884216,0.5641055703163147,29.17624282836914,-9.557476043701172,39.75870132446289,0
4,39939,-0.02576778084039688,-0.008431089110672474,-0.9822998642921448,-0.12707304954528809,0.6508920192718506,-1.0254886150360107,29.398784637451172,-10.88866138458252,39.743656158447266,0
5,49850,0.0424785390496254,0.05388227477669716,-0.9845615029335022,1.4682749509811401,0.9365233778953552,0.07227353006601334,29.73422622680664,-11.493300437927246,39.81102752685547,0
6,60071,-0.026994409039616585,0.05845027044415474,-0.9892002940177917,0.01998716965317726,0.10040141642093658,0.10555757582187653,30.240184783935547,-10.975261688232422,40.18351745605469,0
7,70219,0.09144540876150131,0.008380870334804058,-1.0003480911254883,-0.48031219840049744,1.5179959535598755,0.29494112730026245,30.157577514648438,-10.052151679992676,40.629695892333984,0
8,79848,0.004016179591417313,0.05580371618270874,-0.9972516298294067,-0.42560139298439026,-0.0031447545625269413,-0.5103054642677307,29.855144500732422,-9.122756004333496,40.82712936401367,0
9,89974,0.057145923376083374,-0.0037396776024252176,-0.9922114014625549,0.3289167881011963,0.16584186255931854,0.2951137125492096,29.171138763427734,-9.040841102600098,40.51555633544922,0
10,99652,-0.07530739158391953,0.025631528347730637,-0.9813951849937439,0.7005332112312317,0.22636626660823822,0.8671661615371704,27.856502532958984,-8.689465522766113,39.8178825378418,0
11,110197,0.05184832587838173,0.03829105198383331,-0.9968904852867126,0.3555787205696106,-1.0002537965774536,0.2977225184440613,31.689489364624023,-10.10203742980957,40.42021560668945,0
12,120182,0.013689731247723103,0.016838135197758675,-1.0257421731948853,-0.01779109053313732,0.007525139953941107,-0.27034705877304077,28.787704467773438,-9.473481178283691,39.55097961425781,0
13,129785,0.09810717403888702,0.024895543232560158,-1.0167328119277954,-0.17097194492816925,0.8837913870811462,0.6981049180030823,31.883241653442383,-8.85462760925293,39.97999572753906,0
14,139960,-0.055542755872011185,0.06174277514219284,-1.0018075704574585,-0.36372625827789307,0.1263435184955597,-0.18378567695617676,28.154739379882812,-10.818519592285156,38.06938552856445,0
15,149996,0.050562579184770584,0.029222577810287476,-0.9924635291099548,-1.1749494075775146,0.6864157915115356,0.11956436932086945,28.707794189453125,-8.470277786254883,40.4611701965332,0
