seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,30,0.008735713548958302,-0.029929576441645622,-0.9482734799385071,0.05588385835289955,-0.7542104125022888,0.20641621947288513,28.63985824584961,-10.324457168579102,41.09663009643555,0
1,10175,-0.09376529604196548,-0.05120664834976196,-1.01784348487854,0.405925452709198,-0.5247024893760681,-0.32183051109313965,30.939786911010742,-10.192254066467285,40.06749725341797,0
2,20052,-0.020404675975441933,-0.0401817224919796,-0.9800220727920532,0.8032485842704773,0.46551957726478577,-0.04033675789833069,29.697721481323242,-10.017718315124512,39.92719650268555,0
3,30134,0.012902113609015942,-0.04754377529025078,-1.0162937641143799,0.45363345742225647,-0.2709856629371643,0.3605915307998657,30.621950149536133,-10.66435432434082,40.06992721557617,0
4,39804,0.0301737692207098,-0.007643311750143766,-1.0063018798828125,0.35109463334083557,-0.30923348665237427,-0.18868345022201538,29.559803009033203,-10.135784149169922,41.36804962158203,0
5,50210,-0.07696497440338135,-0.036177705973386765,-0.9896060228347778,-0.4794311225414276,0.8041757345199585,-0.3304573595523834,30.752025604248047,-8.545465469360352,39.68101501464844,0
6,59985,0.09184560179710388,0.07557569444179535,-0.9867929220199585,0.023225408047437668,-0.1858823597431183,0.14152227342128754,28.54782485961914,-9.266304016113281,39.11062240600586,0
7,69991,-0.04452894628047943,-0.0022921375930309296,-1.0167622566223145,-0.20352980494499207,-0.10508976131677628,-0.6763569712638855,30.510875701904297,-9.938725471496582,40.55175018310547,0
8,80136,-0.024012019857764244,-0.014011056162416935,-0.9906755685806274,0.2544935345649719,-0.299062043428421,0.4913583993911743,29.346393585205078,-9.76906681060791,40.660667419433594,0
9,89875,-0.031684234738349915,0.020636536180973053,-0.9989051818847656,-0.37553220987319946,1.173197627067566,0.2174881249666214,28.624631881713867,-9.111872673034668,39.728240966796875,0
10,99997,0.021694427356123924,-0.006485895253717899,-0.9617162346839905,-0.042206522077322006,-0.20926974713802338,-0.8898988366127014,29.6555118560791,-9.47343921661377,40.88299560546875,0
11,110135,0.12138683348894119,0.0747305229306221,-0.9890929460525513,0.7538851499557495,-0.17542479932308197,-0.38491111993789673,29.202749252319336,-9.472607612609863,39.973506927490234,0
12,120088,-0.017517609521746635,-0.035268932580947876,-1.0167605876922607,-0.03657275438308716,0.12313470989465714,-0.617782473564148,28.874778747558594,-9.735529899597168,39.482147216796875,0
13,130129,-0.03314622491598129,-0.005449248943477869,-0.9843836426734924,0.06543616205453873,1.0547856092453003,0.4805184006690979,30.604394912719727,-11.514246940612793,41.82431411743164,0
14,140125,0.010786009952425957,-0.06630411744117737,-0.9886766672134399,0.1319902241230011,0.12382803857326508,0.31018388271331787,30.77449607849121,-8.763818740844727,40.44145202636719,0
15,149805,0.020268650725483894,-0.04192649945616722,-1.0094660520553589,-0.9599979519844055,-0.06718025356531143,-0.008154520764946938,30.210933685302734,-8.842669486999512,39.9736213684082,0
16,159757,0.008424699306488037,0.024001464247703552,-1.002022624015808,-0.17820894718170166,-0.05335468798875809,0.14979062974452972,30.128990173339844,-10.226984977722168,38.84330368041992,0
17,169734,0.0489230677485466,0.07134141027927399,-0.9819785952568054,0.289389967918396,0.011503235436975956,-0.10639038681983948,30.411542892456055,-9.369115829467773,40.8099250793457,0
18,179808,0.035619013011455536,-0.006917869206517935,-1.0001168251037598,-0.09177115559577942,-0.4219748377799988,-0.36207497119903564,28.715049743652344,-9.164078712463379,40.29681396484375,0
19,190119,-0.11399467289447784,-0.016197165474295616,-0.9835531711578369,0.3908293843269348,-0.626735270023346,0.36660534143447876,30.692235946655273,-10.075028419494629,39.875099182128906,0
20,200182,0.02511204406619072,0.023492038249969482,-1.0125213861465454,0.7439771890640259,0.705966591835022,-1.299647331237793,29.58576202392578,-10.482958793640137,41.283931732177734,0
