sample_idx,time_us,interval_ms
1,9915,9.730000
2,19821,9.906000
3,29979,10.158000
4,40105,10.126000
5,50009,9.904000
6,60196,10.187000
7,69795,9.599000
8,79982,10.187000
9,89807,9.825000
10,100234,10.427000
11,109987,9.753000
12,119843,9.856000
13,130068,10.225000
14,139875,9.807000
15,149863,9.988000
16,160066,10.203000
17,170085,10.019000
18,180023,9.938000
19,190000,9.977000
20,199878,9.878000
21,209935,10.057000
22,220057,10.122000
23,229991,9.934000
24,239908,9.917000
25,250015,10.107000
26,259982,9.967000
27,269870,9.888000
28,279705,9.835000
29,289761,10.056000
30,299995,10.234000
31,310135,10.140000
32,319857,9.722000
33,330067,10.210000
34,340040,9.973000
35,350205,10.165000
36,360001,9.796000
37,370267,10.266000
38,379882,9.615000
39,389996,10.114000
40,400005,10.009000
41,410106,10.101000
42,420119,10.013000
43,430002,9.883000
44,439908,9.906000
45,450057,10.149000
46,459824,9.767000
47,469898,10.074000
48,480068,10.170000
49,490039,9.971000
50,500239,10.200000
51,510231,9.992000
52,520036,9.805000
53,529790,9.754000
54,539906,10.116000
55,550280,10.374000
56,560318,10.038000
57,570118,9.800000
58,579896,9.778000
59,590257,10.361000
60,599875,9.618000
61,609966,10.091000
62,620009,10.043000
63,630001,9.992000
64,639852,9.851000
65,650368,10.516000
66,660114,9.746000
67,669699,9.585000
68,680000,10.301000
69,689844,9.844000
70,699893,10.049000
71,710054,10.161000
72,719999,9.945000
73,729868,9.869000
74,740152,10.284000
75,749987,9.835000
76,759949,9.962000
77,769976,10.027000
78,780071,10.095000
79,789783,9.712000
80,800075,10.292000
81,809924,9.849000
82,819819,9.895000
83,830063,10.244000
84,839977,9.914000
85,849777,9.800000
86,859914,10.137000
87,870104,10.190000
88,880082,9.978000
89,890170,10.088000
90,900341,10.171000
91,910005,9.664000
92,919948,9.943000
93,929841,9.893000
94,939801,9.960000
95,949958,10.157000
96,959963,10.005000
97,970039,10.076000
98,980134,10.095000
99,990114,9.980000
100,999955,9.841000
101,1009859,9.904000
102,1020301,10.442000
103,1029835,9.534000
