seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,185,-0.007555524818599224,-0.053898878395557404,-1.0050331354141235,0.46037399768829346,-0.43476060032844543,-0.10231973230838776,30.899005889892578,-9.155158996582031,38.74822998046875,0
1,9915,-0.009875749237835407,-0.03162810206413269,-0.9704526662826538,-0.07911129295825958,0.03580528497695923,0.7258408665657043,29.239946365356445,-10.770600318908691,40.585418701171875,0
2,19821,-0.020089607685804367,-0.034714654088020325,-0.9646917581558228,0.23238961398601532,-0.20035961270332336,0.24548181891441345,29.26873016357422,-9.318241119384766,40.55560302734375,0
3,29979,-0.09071274846792221,-0.004902973771095276,-0.9750482439994812,0.3279533088207245,0.7390679717063904,-0.7711079716682434,29.055294036865234,-9.5221529006958,38.18891525268555,0
4,40105,0.01464943028986454,0.0635182112455368,-0.9895531535148621,-0.23143263161182404,-1.036056637763977,-0.13327351212501526,31.475807189941406,-10.977165222167969,39.09907150268555,0
5,50009,0.0757250040769577,0.06760302186012268,-0.9483004808425903,0.2872181832790375,-0.5934747457504272,0.41960152983665466,29.47831153869629,-10.551793098449707,40.61106872558594,0
6,60196,0.04550744220614433,0.060531776398420334,-0.9590460658073425,0.1143377348780632,1.3034732341766357,-0.05415453016757965,28.886316299438477,-9.315340042114258,39.868751525878906,0
7,69795,-0.0503251813352108,0.001984769245609641,-0.9953324198722839,-0.12688452005386353,-0.46669459342956543,-0.13950027525424957,29.7939395904541,-9.453038215637207,39.69987106323242,0
8,79982,-0.019751960411667824,-0.04293006286025047,-0.9576464295387268,-0.6165512800216675,-0.029361268505454063,0.5927819013595581,29.138736724853516,-8.600744247436523,39.11347198486328,0
9,89807,0.037145622074604034,-0.09784896671772003,-1.028900146484375,-0.7979460954666138,-0.11985243856906891,1.0504404306411743,29.32704734802246,-11.076741218566895,40.100643157958984,0
10,100234,0.023084068670868874,0.07194861769676208,-0.9867966175079346,-0.040786825120449066,-0.3285922408103943,1.1176236867904663,30.829864501953125,-10.508112907409668,40.73212432861328,0
11,109987,0.12824414670467377,0.07486122101545334,-0.9864683151245117,-0.3107585608959198,-0.5088479518890381,-0.7116656303405762,29.140687942504883,-9.264156341552734,39.791561126708984,0
12,119843,0.04422364383935928,0.010262381285429,-0.9608105421066284,-0.48341479897499084,-0.3029269278049469,-0.7858244776725769,30.218584060668945,-9.979681968688965,39.098045349121094,0
13,130068,-0.028735894709825516,-0.05307498946785927,-0.968633770942688,0.31705355644226074,-0.13473518192768097,-0.3171669542789459,30.65054702758789,-10.333731651306152,40.262657165527344,0
14,139875,-0.009842381812632084,0.016605328768491745,-1.0156255960464478,0.5273050665855408,-0.43085977435112,0.634917676448822,30.490394592285156,-10.381370544433594,39.20774459838867,0
15,149863,0.07469738274812698,-0.08377660065889359,-0.99669349193573,0.22798390686511993,-0.7208631038665771,-0.3316037356853485,29.67475700378418,-10.298125267028809,40.541934967041016,0
16,160066,-0.09983782470226288,-0.11114377528429031,-0.9660683870315552,1.3060870170593262,0.7046321630477905,-0.2051568180322647,29.23883628845215,-9.202455520629883,40.831661224365234,0
17,170085,0.015218372456729412,0.02199658937752247,-1.01364004611969,-0.47699493169784546,-0.3599207401275635,0.5246370434761047,29.349397659301758,-10.36707878112793,38.93266296386719,0
18,180023,-0.010729977861046791,-0.004793273750692606,-0.9826154708862305,-0.8114272356033325,-0.5948022603988647,-0.5795972347259521,29.764720916748047,-8.192305564880371,38.93209457397461,0
19,190000,-0.05243134871125221,-0.0030278307385742664,-1.0007765293121338,-0.2475949078798294,-1.1639868021011353,0.32663118839263916,31.015535354614258,-10.656003952026367,40.74936294555664,0
20,199878,-0.06915272772312164,-0.006338877137750387,-0.9670093655586243,-0.012567995116114616,0.2634618580341339,-1.0277774333953857,29.04279899597168,-8.98945140838623,39.64527130126953,0
21,209935,-0.041662055999040604,0.0001530406007077545,-1.0203639268875122,0.13753709197044373,-1.1254643201828003,0.38045534491539,31.104162216186523,-10.190113067626953,40.61857604980469,0
22,220057,0.015807705000042915,-0.012148953042924404,-0.9973363280296326,0.15757966041564941,-0.20399057865142822,-0.7373206615447998,28.493240356445312,-10.296645164489746,41.06330871582031,0
23,229991,0.02586181089282036,-0.08282144367694855,-0.9623833298683167,0.00207247375510633,0.8312847018241882,-0.09639084339141846,29.521488189697266,-9.834415435791016,38.86751937866211,0
24,239908,0.06326273828744888,-0.0231825802475214,-0.9910847544670105,-0.6657432913780212,0.17249341309070587,0.3454877436161041,30.781742095947266,-11.633639335632324,38.22627639770508,0
25,250015,-0.02782471664249897,0.016493648290634155,-1.0170106887817383,0.5047690868377686,0.7592707872390747,0.4022713005542755,30.552175521850586,-10.081241607666016,39.60026931762695,0
26,259982,-0.014285624027252197,-0.01942390203475952,-0.968396782875061,-0.07927913963794708,-0.005839196499437094,0.5454235076904297,30.983762741088867,-10.604578018188477,39.76754379272461,0
27,269870,0.06340853869915009,-0.07545047253370285,-1.01277494430542,-0.32007545232772827,-0.34606051445007324,-0.05933915451169014,28.681503295898438,-7.8174004554748535,38.19568634033203,0
28,279705,-0.018784407526254654,-0.00732599338516593,-0.9945074319839478,0.15325810015201569,-0.3238329291343689,0.2309138923883438,31.296310424804688,-10.592175483703613,40.62575149536133,0
29,289761,0.0014121028361842036,0.014775831252336502,-1.0104647874832153,-0.7426184415817261,0.85484778881073,0.6642693877220154,30.40172576904297,-9.640146255493164,40.678287506103516,0
30,299995,-0.03163944184780121,0.029353497549891472,-1.0077952146530151,0.8184446096420288,0.3339199125766754,0.21622250974178314,29.282455444335938,-10.16203784942627,39.84861373901367,0
31,310135,-0.01094852201640606,-0.02726038172841072,-0.9560200572013855,0.21625584363937378,0.8737815022468567,0.45997950434684753,30.288841247558594,-9.570287704467773,39.21918487548828,0
32,319857,-0.0026915078051388264,0.007013590540736914,-0.9926053285598755,-1.5102814435958862,0.8681449294090271,0.33904242515563965,29.168420791625977,-11.396008491516113,39.7448844909668,0
33,330067,-0.03354325518012047,0.015160252340137959,-1.0211130380630493,0.9915074706077576,0.6021775603294373,-0.4459608495235443,30.978403091430664,-9.515789031982422,41.11215591430664,0
34,340040,0.09979662299156189,0.06476379185914993,-0.9980923533439636,0.5468990802764893,-1.2506266832351685,1.1237385272979736,33.13608932495117,-10.73482894897461,40.609283447265625,0
35,350205,-0.02768334560096264,-0.048490505665540695,-0.9942349791526794,-1.4645938873291016,-0.6189388632774353,0.07853173464536667,29.387975692749023,-10.331855773925781,38.789878845214844,0
36,360001,0.02274514175951481,-0.015427155420184135,-1.0241400003433228,-0.4863179922103882,0.3808470070362091,-0.4638218283653259,30.85601234436035,-11.873591423034668,38.40019989013672,0
37,370267,0.0657728910446167,0.06533916294574738,-0.9959999918937683,-0.6526703834533691,-0.6610292196273804,-0.629243791103363,29.59380340576172,-9.971985816955566,40.03690719604492,0
38,379882,-0.02997586317360401,0.014418715611100197,-1.0326941013336182,-0.10898452997207642,-0.4427894353866577,0.2507626712322235,30.848527908325195,-10.646464347839355,40.37678146362305,0
39,389996,0.053636204451322556,0.014782657846808434,-0.9733850955963135,0.02062816172838211,0.6684759259223938,-0.2782343924045563,29.87337875366211,-8.599520683288574,40.83285140991211,0
40,400005,-0.03027309849858284,-0.10992471128702164,-1.007272720336914,-0.6110595464706421,-0.05289749428629875,0.15792977809906006,31.36819076538086,-10.042009353637695,40.19929122924805,0
41,410106,-0.026627397164702415,-0.017969796434044838,-1.0173583030700684,0.4773710072040558,0.13370230793952942,-0.41920530796051025,29.61716651916504,-9.582758903503418,39.57980728149414,0
42,420119,0.07300057262182236,-0.014972071163356304,-1.006507396697998,0.055911336094141006,-0.48896101117134094,-0.0038065905682742596,28.348499298095703,-10.60744857788086,40.346771240234375,0
43,430002,-0.039876967668533325,-0.02506832964718342,-1.0168180465698242,0.24637532234191895,-0.11094331741333008,0.7213061451911926,28.586814880371094,-10.688436508178711,38.636714935302734,0
44,439908,0.09996586292982101,0.06752407550811768,-0.99637770652771,-0.0620725192129612,0.08374449610710144,-0.2783219814300537,29.9389705657959,-9.80532455444336,41.865325927734375,0
45,450057,-0.0009697307250462472,-0.04058569297194481,-0.9750800728797913,0.3499019742012024,0.03694017231464386,0.5797528624534607,29.368980407714844,-11.418551445007324,39.94257354736328,0
46,459824,-0.023393085226416588,0.062879778444767,-0.992338240146637,-0.7666909098625183,0.6085819602012634,0.3000446557998657,30.408676147460938,-10.08877182006836,38.01677322387695,0
47,469898,0.007099376525729895,-0.027011943981051445,-1.0242372751235962,0.17813590168952942,0.7642215490341187,0.17890645563602448,29.075838088989258,-10.270026206970215,37.702884674072266,0
48,480068,0.05062291398644447,0.01268705353140831,-1.048248291015625,0.20480066537857056,0.6823581457138062,-0.30380046367645264,31.974416732788086,-8.822036743164062,40.366920471191406,0
49,490039,-0.013932921923696995,-0.059270698577165604,-0.992455780506134,0.6878772974014282,0.7838796973228455,-0.15188157558441162,28.028505325317383,-10.23780345916748,39.11570739746094,0
50,500239,-0.036125294864177704,0.10318655520677567,-1.0152966976165771,0.22714965045452118,0.018941476941108704,-0.07047538459300995,29.58197021484375,-10.095549583435059,39.414588928222656,0
51,510231,-0.05145975202322006,-0.06138158217072487,-1.0296493768692017,0.47752106189727783,-0.167817160487175,0.8751882910728455,29.74399757385254,-9.35624885559082,39.40407180786133,0
52,520036,-0.010432061739265919,0.007668477948755026,-1.0106760263442993,-0.09723316878080368,0.10150670260190964,-0.5387609004974365,31.223793029785156,-9.179265022277832,39.930870056152344,0
53,529790,-0.08072317391633987,-0.03812558576464653,-1.0004199743270874,0.23481591045856476,-0.42480480670928955,-0.4257351756095886,29.427845001220703,-9.525960922241211,40.730281829833984,0
54,539906,-0.020910106599330902,0.11588101834058762,-1.0044498443603516,-0.8092779517173767,-0.8060334920883179,0.38942962884902954,32.25466537475586,-10.364397048950195,39.94732666015625,0
55,550280,0.04226231202483177,0.060421835631132126,-0.9801164269447327,0.39329418540000916,-0.6413910984992981,0.31018760800361633,30.578140258789062,-9.604643821716309,40.724281311035156,0
56,560318,0.17882688343524933,-0.02879125252366066,-0.997618556022644,-0.20295342803001404,-1.2045564651489258,0.21387863159179688,28.8696346282959,-11.147884368896484,39.07257843017578,0
57,570118,0.028806649148464203,0.028146572411060333,-0.9797467589378357,-0.141654372215271,-0.35399940609931946,-0.2861683666706085,29.70535659790039,-9.757111549377441,40.62699890136719,0
58,579896,-0.03191685304045677,0.006320773623883724,-0.983980119228363,0.14933589100837708,-0.0789908841252327,0.22353239357471466,29.685155868530273,-11.004714012145996,39.1182861328125,0
59,590257,0.056899022310972214,-0.0026184958405792713,-0.9689461588859558,-0.14105269312858582,0.5612002015113831,0.6567018032073975,30.518566131591797,-9.707808494567871,40.48506546020508,0
60,599875,-0.062026623636484146,0.036849942058324814,-1.0160746574401855,-0.5279949307441711,1.0464738607406616,-0.7364888191223145,28.805343627929688,-10.01279354095459,42.52961730957031,0
61,609966,-0.02660319209098816,0.057788729667663574,-0.9692828059196472,-0.691322922706604,-0.8886342644691467,-0.0474715456366539,29.400184631347656,-9.47659683227539,40.62682342529297,0
62,620009,0.03822827339172363,0.015616505406796932,-1.0245441198349,0.11473172158002853,0.09150554984807968,-0.27369797229766846,28.732023239135742,-10.494169235229492,40.723751068115234,0
