sample_idx,time_us,interval_ms
1,23000,11.000000
2,34000,11.000000
3,44000,10.000000
4,60000,16.000000
5,70000,10.000000
6,81000,11.000000
7,91000,10.000000
8,102000,11.000000
9,112000,10.000000
10,122000,10.000000
11,133000,11.000000
12,144000,11.000000
13,154000,10.000000
14,165000,11.000000
15,177000,12.000000
16,188000,11.000000
17,198000,10.000000
18,209000,11.000000
19,220000,11.000000
20,233000,13.000000
21,244000,11.000000
22,254000,10.000000
23,264000,10.000000
24,275000,11.000000
25,286000,11.000000
26,296000,10.000000
27,307000,11.000000
28,318000,11.000000
29,328000,10.000000
30,339000,11.000000
31,350000,11.000000
32,360000,10.000000
33,371000,11.000000
34,447000,76.000000
35,484000,37.000000
36,494000,10.000000
37,505000,11.000000
38,515000,10.000000
39,1011000,496.000000
40,1022000,11.000000
41,1032000,10.000000
42,1044000,12.000000
43,1054000,10.000000
44,1100000,46.000000
45,1285000,185.000000
46,1295000,10.000000
47,1306000,11.000000
48,1763000,457.000000
49,1787000,24.000000
50,1798000,11.000000
51,1836000,38.000000
52,1852000,16.000000
53,1863000,11.000000
54,1886000,23.000000
55,1900000,14.000000
56,1910000,10.000000
57,1921000,11.000000
58,1933000,12.000000
59,1944000,11.000000
60,1955000,11.000000
61,1965000,10.000000
62,1989000,24.000000
63,2007000,18.000000
64,2019000,12.000000
65,2029000,10.000000
66,2040000,11.000000
67,2051000,11.000000
68,2061000,10.000000
69,2071000,10.000000
70,2082000,11.000000
71,2092000,10.000000
72,2103000,11.000000
73,2116000,13.000000
74,2127000,11.000000
75,2137000,10.000000
76,2148000,11.000000
77,2158000,10.000000
78,2168000,10.000000
79,2179000,11.000000
80,2190000,11.000000
81,2200000,10.000000
82,2211000,11.000000
83,2221000,10.000000
84,2232000,11.000000
85,2242000,10.000000
86,2252000,10.000000
87,2263000,11.000000
88,2291000,28.000000
89,2303000,12.000000
90,2314000,11.000000
91,2324000,10.000000
92,2338000,14.000000
93,2348000,10.000000
94,2359000,11.000000
95,2371000,12.000000
96,2383000,12.000000
97,2394000,11.000000
98,2417000,23.000000
99,2427000,10.000000
100,2438000,11.000000
101,2448000,10.000000
102,2458000,10.000000
103,2471000,13.000000
104,2481000,10.000000
105,2492000,11.000000
106,2503000,11.000000
107,2515000,12.000000
108,2526000,11.000000
109,2536000,10.000000
110,2547000,11.000000
111,2557000,10.000000
112,2568000,11.000000
113,2591000,23.000000
114,2603000,12.000000
115,2614000,11.000000
116,2625000,11.000000
117,2636000,11.000000
118,2648000,12.000000
119,2661000,13.000000
120,2672000,11.000000
121,2684000,12.000000
122,2696000,12.000000
123,2707000,11.000000
124,2720000,13.000000
125,2731000,11.000000
126,2741000,10.000000
127,2752000,11.000000
128,2763000,11.000000
129,2775000,12.000000
130,2786000,11.000000
131,2798000,12.000000
132,2809000,11.000000
133,2822000,13.000000
134,2832000,10.000000
135,2842000,10.000000
136,2854000,12.000000
137,2865000,11.000000
138,2892000,27.000000
139,2903000,11.000000
140,2914000,11.000000
141,2924000,10.000000
142,2937000,13.000000
143,2953000,16.000000
144,2964000,11.000000
145,2979000,15.000000
146,2989000,10.000000
147,3003000,14.000000
148,3015000,12.000000
149,3026000,11.000000
150,3037000,11.000000
151,3048000,11.000000
152,3061000,13.000000
153,3072000,11.000000
154,3083000,11.000000
155,3093000,10.000000
156,3106000,13.000000
157,3119000,13.000000
158,3130000,11.000000
159,3140000,10.000000
160,3151000,11.000000
161,3177000,26.000000
162,3188000,11.000000
163,3198000,10.000000
164,3209000,11.000000
165,3221000,12.000000
166,3235000,14.000000
167,3246000,11.000000
168,3257000,11.000000
169,3268000,11.000000
170,3282000,14.000000
171,3297000,15.000000
172,3307000,10.000000
173,3318000,11.000000
174,3328000,10.000000
175,3339000,11.000000
176,3350000,11.000000
177,3360000,10.000000
178,3372000,12.000000
179,3386000,14.000000
180,3396000,10.000000
181,3406000,10.000000
182,3417000,11.000000
183,3430000,13.000000
184,3445000,15.000000
185,3476000,31.000000
186,3489000,13.000000
187,3504000,15.000000
188,3516000,12.000000
189,3529000,13.000000
190,3542000,13.000000
191,3555000,13.000000
192,3572000,17.000000
193,3582000,10.000000
194,3596000,14.000000
195,3606000,10.000000
196,3621000,15.000000
197,3631000,10.000000
198,3642000,11.000000
199,3653000,11.000000
200,3663000,10.000000
201,3674000,11.000000
202,3684000,10.000000
203,3695000,11.000000
204,3706000,11.000000
205,3716000,10.000000
206,3754000,38.000000
207,3765000,11.000000
208,3775000,10.000000
209,3790000,15.000000
210,3801000,11.000000
211,3812000,11.000000
212,3825000,13.000000
213,3839000,14.000000
214,3850000,11.000000
215,3860000,10.000000
216,3871000,11.000000
217,3882000,11.000000
218,3894000,12.000000
219,3907000,13.000000
220,3918000,11.000000
221,3929000,11.000000
222,3940000,11.000000
223,3950000,10.000000
224,3961000,11.000000
225,3972000,11.000000
226,3982000,10.000000
227,3994000,12.000000
228,4023000,29.000000
229,4035000,12.000000
230,4046000,11.000000
231,4057000,11.000000
232,4072000,15.000000
233,4085000,13.000000
234,4095000,10.000000
235,4114000,19.000000
236,4125000,11.000000
237,4139000,14.000000
238,4149000,10.000000
239,4160000,11.000000
240,4172000,12.000000
241,4183000,11.000000
242,4194000,11.000000
243,4207000,13.000000
244,4219000,12.000000
245,4232000,13.000000
246,4243000,11.000000
247,4254000,11.000000
248,4264000,10.000000
249,4278000,14.000000
250,4308000,30.000000
251,4319000,11.000000
252,4329000,10.000000
253,4340000,11.000000
254,4355000,15.000000
255,4366000,11.000000
256,4378000,12.000000
257,4390000,12.000000
258,4401000,11.000000
259,4412000,11.000000
260,4424000,12.000000
261,4438000,14.000000
262,4448000,10.000000
263,4459000,11.000000
264,4469000,10.000000
265,4480000,11.000000
266,4492000,12.000000
267,4505000,13.000000
268,4516000,11.000000
269,4526000,10.000000
270,4540000,14.000000
271,4550000,10.000000
272,4581000,31.000000
273,4592000,11.000000
274,4606000,14.000000
275,4617000,11.000000
276,4629000,12.000000
277,4642000,13.000000
278,4653000,11.000000
279,4665000,12.000000
280,4676000,11.000000
281,4687000,11.000000
282,4698000,11.000000
283,4709000,11.000000
284,4720000,11.000000
285,4731000,11.000000
286,4743000,12.000000
287,4758000,15.000000
288,4769000,11.000000
289,4780000,11.000000
290,4791000,11.000000
291,4802000,11.000000
292,4812000,10.000000
293,4823000,11.000000
294,4858000,35.000000
295,4870000,12.000000
296,4883000,13.000000
297,4894000,11.000000
298,4905000,11.000000
299,4919000,14.000000
300,4932000,13.000000
301,4999000,67.000000
302,5013000,14.000000
303,5024000,11.000000
304,5034000,10.000000
305,5048000,14.000000
306,5059000,11.000000
307,5070000,11.000000
308,5080000,10.000000
309,5091000,11.000000
310,5101000,10.000000
311,5111000,10.000000
312,5124000,13.000000
313,5135000,11.000000
314,5145000,10.000000
315,5178000,33.000000
316,5189000,11.000000
317,5200000,11.000000
318,5210000,10.000000
319,5223000,13.000000
320,5234000,11.000000
321,5244000,10.000000
322,5255000,11.000000
323,5266000,11.000000
324,5277000,11.000000
325,5290000,13.000000
326,5301000,11.000000
327,5312000,11.000000
328,5322000,10.000000
329,5332000,10.000000
330,5343000,11.000000
331,5353000,10.000000
332,5363000,10.000000
333,5374000,11.000000
334,5385000,11.000000
335,5418000,33.000000
336,5428000,10.000000
337,5439000,11.000000
338,5450000,11.000000
339,5461000,11.000000
340,5473000,12.000000
341,5483000,10.000000
342,5496000,13.000000
343,5507000,11.000000
344,5524000,17.000000
345,5535000,11.000000
346,5545000,10.000000
347,5559000,14.000000
348,5569000,10.000000
349,5580000,11.000000
350,5592000,12.000000
351,5602000,10.000000
