seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony,drop_flag
0,0,0.008688858710229397,-0.04811956733465195,-0.9733713269233704,-0.1933896839618683,-0.2245950698852539,-0.2866380214691162,29.706199645996094,-9.801642417907715,40.019832611083984,0.16416215896606445,-2.0548038482666016,0.6558558344841003,-0.9772447943687439,0.28387191891670227,0.19990046322345734,-0.028744040057063103,0.5940669178962708,-1.479331374168396,-0.1606319397687912,-0.5196650624275208,0.7048288583755493,-0.3186621069908142,-0.9245569109916687,1.1978504657745361,0
1,10188,0.019659075886011124,0.004645135719329119,-1.026085615158081,-1.454094409942627,0.09081710129976273,-0.1989595741033554,31.102420806884766,-8.647194862365723,41.39603805541992,-1.217008113861084,2.2424187660217285,0.939113438129425,0.07722118496894836,-0.6963704824447632,0.8989706635475159,0.9510071277618408,0.6049941182136536,1.7300313711166382,1.390526294708252,-0.1287442445755005,-0.23739799857139587,0.07167220115661621,-0.5775390863418579,-1.3230739831924438,0
2,20083,0.007183407433331013,0.0033528220374137163,-0.9532977342605591,0.12892426550388336,-0.4311174154281616,0.5561795234680176,31.9879093170166,-9.278643608093262,40.75361633300781,0.12079483270645142,-1.6571564674377441,1.0299837589263916,-0.5634797811508179,0.18131503462791443,-1.0182068347930908,0.3289024531841278,1.3460907936096191,-0.2740707993507385,-1.0017783641815186,0.7529425024986267,-1.8567866086959839,-0.4328700602054596,-0.23245327174663544,0.8457534909248352,0
3,30372,-0.023485349491238594,0.0973561629652977,-1.0048882961273193,-0.5746024250984192,0.860095739364624,-0.6223844885826111,29.836641311645508,-9.876439094543457,39.224021911621094,-0.18941417336463928,-1.04436194896698,-0.3300725221633911,0.6312525272369385,0.8272228837013245,0.3439316749572754,0.3665182590484619,0.1763615608215332,2.3032639026641846,-0.13548187911510468,0.5111440420150757,0.39899635314941406,-1.042103886604309,-1.4340286254882812,1.2821382284164429,0
4,39868,0.0633428767323494,-0.001687697134912014,-1.0067733526229858,-1.02817702293396,-0.7449942827224731,0.018674012273550034,29.31599998474121,-11.821053504943848,40.52851486206055,-1.9932215213775635,1.435579776763916,-1.5536885261535645,-0.5160509943962097,-0.6492632627487183,0.8846371173858643,-0.5448579788208008,1.5396549701690674,-0.24330167472362518,0.8671895861625671,0.2568243443965912,0.9442771077156067,0.06331754475831985,0.8780044913291931,0.48075756430625916,0
5,49691,0.036782871931791306,0.01882484368979931,-1.0386348962783813,-0.41120219230651855,-0.20995748043060303,1.2102057933807373,29.119539260864258,-10.52277946472168,40.782615661621094,0.4672081470489502,-1.4876922369003296,3.0468735694885254,1.1577165126800537,0.12556123733520508,-0.16945311427116394,2.574861764907837,-0.6804479360580444,-1.9029805660247803,1.0420994758605957,0.091886967420578,-1.7673312425613403,1.6104069948196411,1.3794515132904053,-0.37768658995628357,0
6,59983,-0.007793612778186798,0.05063505843281746,-1.0025770664215088,0.06795108318328857,-0.6458399295806885,-0.8794102072715759,29.027978897094727,-10.001402854919434,40.27886199951172,1.129137396812439,-1.3538906574249268,-2.1994380950927734,1.3813921213150024,0.1428017020225525,0.5855449438095093,0.6559376120567322,1.0246758460998535,-1.2692315578460693,-0.7142217755317688,-2.79634952545166,0.6071881055831909,0.03226076811552048,0.9051986932754517,-0.2011440098285675,0
7,69970,0.06066363304853439,0.03419218584895134,-1.0107402801513672,0.483471542596817,0.5379068851470947,0.06930191069841385,30.3480224609375,-11.04226016998291,38.63872528076172,-1.2123870849609375,0.8813217878341675,0.6827749013900757,0.2508189082145691,-0.818213939666748,1.164969563484192,-0.028157368302345276,0.6360528469085693,0.4365730881690979,-0.8517685532569885,0.9855191111564636,-0.6105465292930603,1.6604970693588257,-0.2602096498012543,0.5295483469963074,0
8,80186,0.07056917250156403,-0.0608501210808754,-0.9792670607566833,0.728624701499939,-0.0490451380610466,0.6396385431289673,28.282119750976562,-10.792391777038574,40.35734176635742,-0.6664328575134277,-0.22569654881954193,1.0509599447250366,1.1312546730041504,-3.3866970539093018,-2.0259592533111572,1.6868377923965454,0.007976141758263111,-1.0714999437332153,0.39452576637268066,-1.5448930263519287,0.2089451104402542,-0.4877426326274872,-0.3550511598587036,-0.4271080493927002,0
9,89940,-0.1141505241394043,0.05821891501545906,-1.0047187805175781,0.1456747204065323,0.38963252305984497,-0.06973083317279816,29.798322677612305,-11.595623970031738,40.4000244140625,2.130560874938965,-0.17117048799991608,0.5822452902793884,-0.7002537846565247,1.3838831186294556,1.4099864959716797,1.2756754159927368,-0.8436616063117981,-0.6665701270103455,-0.08249831944704056,-1.2941964864730835,-0.5861912965774536,-1.75258469581604,-0.14224828779697418,-0.3407445549964905,0
10,99901,-0.03381917625665665,0.05731847509741783,-1.016484260559082,-0.1031598448753357,-0.1667349636554718,-0.40197744965553284,29.684677124023438,-10.184056282043457,40.485755920410156,-0.0740085169672966,-0.7611694931983948,0.3299199938774109,0.38980308175086975,-0.3379276394844055,-0.36584481596946716,0.8166859745979309,1.3052715063095093,0.19339165091514587,0.22528423368930817,-0.1324324607849121,-0.006824157200753689,-0.9778391718864441,-0.6701208353042603,-0.17973488569259644,0
11,109790,0.03753549978137016,0.05790039524435997,-0.9582377076148987,-0.5920988321304321,-0.12778353691101074,0.5540614128112793,27.178424835205078,-11.411613464355469,40.69293212890625,0.15435783565044403,1.805684208869934,0.7579212188720703,0.5528224110603333,0.08385922759771347,0.7355178594589233,1.105156660079956,1.847022533416748,-1.9878385066986084,-1.4904972314834595,-1.2668752670288086,-0.6698682308197021,0.6928171515464783,1.0896871089935303,0.31211569905281067,0
