seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,0,0.0261786300688982,-0.05491714924573898,-1.012698769569397,0.3890140950679779,0.3189529478549957,0.2067122459411621,30.81151008605957,-9.534564971923828,39.45610809326172,0
1,10298,0.07753893733024597,0.024497447535395622,-0.9967215061187744,0.8384643197059631,0.1522904336452484,-0.2211674600839615,31.34001350402832,-10.869551658630371,39.874717712402344,0
2,20142,0.04404250532388687,0.06936506927013397,-0.9769244194030762,0.18551738560199738,0.3602140247821808,-0.20184828341007233,29.27431869506836,-8.688835144042969,39.551246643066406,0
3,29910,-0.023260576650500298,-0.13634033501148224,-1.0101242065429688,-0.349762886762619,-0.12604378163814545,0.3342131972312927,29.826555252075195,-9.985369682312012,38.349727630615234,0
4,39944,0.1290515661239624,0.02354399859905243,-1.0123679637908936,0.2198430895805359,0.08731278032064438,-0.20579257607460022,28.9635009765625,-10.77181625366211,40.5733642578125,0
5,50076,-0.010619155131280422,-0.020602364093065262,-0.9764854907989502,0.8040661215782166,0.40130940079689026,0.14268958568572998,30.102888107299805,-9.508140563964844,40.90410232543945,0
6,60121,0.03275410085916519,0.014171389862895012,-1.0156999826431274,0.16769830882549286,-0.014079148881137371,0.13986605405807495,30.387493133544922,-10.041167259216309,40.32543182373047,0
7,69895,-0.04387674853205681,0.005674620158970356,-0.9966328740119934,0.39702028036117554,0.6834518313407898,0.0886739194393158,31.194372177124023,-8.933963775634766,38.6446418762207,0
8,80034,0.030606845393776894,0.008576186373829842,-0.9936872720718384,0.6745366454124451,-0.23917987942695618,0.648542582988739,29.883342742919922,-10.380880355834961,39.94279861450195,0
9,89943,0.03735622391104698,0.022040845826268196,-1.0034117698669434,-0.8982365131378174,0.3957391381263733,-0.5521852374076843,31.005382537841797,-11.222685813903809,41.951866149902344,0
10,99868,-0.00834880955517292,0.008421141654253006,-0.9939598441123962,-0.4730757474899292,0.5090840458869934,0.4820120930671692,29.670387268066406,-10.494266510009766,39.39250183105469,0
11,110271,0.046411704272031784,-0.029444023966789246,-1.0207339525222778,0.7416165471076965,-0.5813857913017273,-0.12284108251333237,29.097768783569336,-9.903203010559082,38.26629638671875,0
