sample_idx,time_us,interval_ms
1,23000,11.000000
2,36000,13.000000
3,46000,10.000000
4,57000,11.000000
5,67000,10.000000
6,77000,10.000000
7,88000,11.000000
8,99000,11.000000
9,109000,10.000000
10,120000,11.000000
11,131000,11.000000
12,142000,11.000000
13,153000,11.000000
14,164000,11.000000
15,174000,10.000000
16,185000,11.000000
17,195000,10.000000
18,210000,15.000000
19,221000,11.000000
20,231000,10.000000
21,242000,11.000000
22,253000,11.000000
23,263000,10.000000
24,274000,11.000000
25,284000,10.000000
26,295000,11.000000
27,309000,14.000000
28,320000,11.000000
29,331000,11.000000
30,342000,11.000000
31,352000,10.000000
32,363000,11.000000
33,430000,67.000000
34,466000,36.000000
35,476000,10.000000
36,487000,11.000000
37,973000,486.000000
38,984000,11.000000
39,998000,14.000000
40,1010000,12.000000
41,1022000,12.000000
42,1229000,207.000000
43,1240000,11.000000
44,1251000,11.000000
45,1261000,10.000000
46,1272000,11.000000
47,1747000,475.000000
48,1770000,23.000000
49,1780000,10.000000
50,1819000,39.000000
51,1838000,19.000000
52,1859000,21.000000
53,1871000,12.000000
54,1884000,13.000000
55,1898000,14.000000
56,1908000,10.000000
57,1922000,14.000000
58,1935000,13.000000
59,1945000,10.000000
60,1958000,13.000000
61,1984000,26.000000
62,1995000,11.000000
63,2006000,11.000000
64,2017000,11.000000
65,2028000,11.000000
66,2038000,10.000000
67,2049000,11.000000
68,2060000,11.000000
69,2073000,13.000000
70,2084000,11.000000
71,2094000,10.000000
72,2105000,11.000000
73,2115000,10.000000
74,2126000,11.000000
75,2136000,10.000000
76,2147000,11.000000
77,2158000,11.000000
78,2168000,10.000000
79,2179000,11.000000
80,2189000,10.000000
81,2199000,10.000000
82,2210000,11.000000
83,2221000,11.000000
84,2232000,11.000000
85,2242000,10.000000
86,2257000,15.000000
87,2287000,30.000000
88,2299000,12.000000
89,2310000,11.000000
90,2320000,10.000000
91,2331000,11.000000
92,2346000,15.000000
93,2357000,11.000000
94,2368000,11.000000
95,2380000,12.000000
96,2391000,11.000000
97,2405000,14.000000
98,2416000,11.000000
99,2426000,10.000000
100,2437000,11.000000
101,2448000,11.000000
102,2458000,10.000000
103,2471000,13.000000
104,2482000,11.000000
105,2492000,10.000000
106,2503000,11.000000
107,2514000,11.000000
108,2524000,10.000000
109,2535000,11.000000
110,2545000,10.000000
111,2556000,11.000000
112,2594000,38.000000
113,2605000,11.000000
114,2616000,11.000000
115,2627000,11.000000
116,2640000,13.000000
117,2651000,11.000000
118,2662000,11.000000
119,2674000,12.000000
120,2687000,13.000000
121,2699000,12.000000
122,2709000,10.000000
123,2721000,12.000000
124,2732000,11.000000
125,2742000,10.000000
126,2753000,11.000000
127,2764000,11.000000
128,2774000,10.000000
129,2787000,13.000000
130,2798000,11.000000
131,2809000,11.000000
132,2821000,12.000000
133,2831000,10.000000
134,2863000,32.000000
135,2875000,12.000000
136,2887000,12.000000
137,2898000,11.000000
138,2908000,10.000000
139,2920000,12.000000
140,2930000,10.000000
141,2941000,11.000000
142,2956000,15.000000
143,2972000,16.000000
144,2984000,12.000000
145,2995000,11.000000
146,3006000,11.000000
147,3016000,10.000000
148,3027000,11.000000
149,3038000,11.000000
150,3048000,10.000000
151,3059000,11.000000
152,3072000,13.000000
153,3082000,10.000000
154,3093000,11.000000
155,3104000,11.000000
156,3114000,10.000000
157,3125000,11.000000
158,3156000,31.000000
159,3166000,10.000000
160,3180000,14.000000
161,3192000,12.000000
162,3203000,11.000000
163,3221000,18.000000
164,3232000,11.000000
165,3242000,10.000000
166,3253000,11.000000
167,3263000,10.000000
168,3274000,11.000000
169,3284000,10.000000
170,3295000,11.000000
171,3306000,11.000000
172,3316000,10.000000
173,3327000,11.000000
174,3338000,11.000000
175,3365000,27.000000
176,3376000,11.000000
177,3389000,13.000000
178,3405000,16.000000
179,3416000,11.000000
180,3428000,12.000000
181,3438000,10.000000
182,3449000,11.000000
183,3465000,16.000000
184,3476000,11.000000
185,3487000,11.000000
186,3498000,11.000000
187,3509000,11.000000
188,3525000,16.000000
189,3537000,12.000000
190,3548000,11.000000
191,3559000,11.000000
192,3569000,10.000000
193,3580000,11.000000
194,3592000,12.000000
195,3603000,11.000000
196,3614000,11.000000
197,3655000,41.000000
198,3670000,15.000000
199,3683000,13.000000
200,3693000,10.000000
201,3704000,11.000000
202,3714000,10.000000
203,3728000,14.000000
204,3739000,11.000000
205,3752000,13.000000
206,3763000,11.000000
207,3776000,13.000000
208,3788000,12.000000
209,3805000,17.000000
210,3822000,17.000000
211,3834000,12.000000
212,3848000,14.000000
213,3859000,11.000000
214,3869000,10.000000
215,3879000,10.000000
216,3890000,11.000000
217,3901000,11.000000
218,3911000,10.000000
219,3922000,11.000000
220,3950000,28.000000
221,3961000,11.000000
222,3975000,14.000000
223,3988000,13.000000
224,3999000,11.000000
225,4017000,18.000000
226,4028000,11.000000
227,4039000,11.000000
228,4053000,14.000000
229,4066000,13.000000
230,4076000,10.000000
231,4086000,10.000000
232,4097000,11.000000
233,4108000,11.000000
234,4120000,12.000000
235,4130000,10.000000
236,4143000,13.000000
237,4156000,13.000000
238,4167000,11.000000
239,4178000,11.000000
240,4189000,11.000000
241,4200000,11.000000
242,4212000,12.000000
243,4243000,31.000000
244,4256000,13.000000
245,4267000,11.000000
246,4280000,13.000000
247,4294000,14.000000
248,4306000,12.000000
249,4319000,13.000000
250,4330000,11.000000
251,4345000,15.000000
252,4357000,12.000000
253,4367000,10.000000
254,4378000,11.000000
255,4388000,10.000000
256,4399000,11.000000
257,4410000,11.000000
258,4421000,11.000000
259,4433000,12.000000
260,4444000,11.000000
261,4455000,11.000000
262,4465000,10.000000
263,4475000,10.000000
264,4486000,11.000000
265,4496000,10.000000
266,4530000,34.000000
267,4541000,11.000000
268,4557000,16.000000
269,4567000,10.000000
270,4578000,11.000000
271,4591000,13.000000
272,4603000,12.000000
273,4615000,12.000000
274,4628000,13.000000
275,4639000,11.000000
276,4650000,11.000000
277,4661000,11.000000
278,4672000,11.000000
279,4683000,11.000000
280,4694000,11.000000
281,4704000,10.000000
282,4715000,11.000000
283,4726000,11.000000
284,4736000,10.000000
285,4747000,11.000000
286,4759000,12.000000
287,4769000,10.000000
288,4780000,11.000000
289,4790000,10.000000
290,4805000,15.000000
291,4841000,36.000000
292,4853000,12.000000
293,4866000,13.000000
294,4879000,13.000000
295,4890000,11.000000
296,4901000,11.000000
297,4912000,11.000000
298,4923000,11.000000
299,4934000,11.000000
300,4946000,12.000000
301,4958000,12.000000
302,4968000,10.000000
303,4979000,11.000000
304,4990000,11.000000
305,5000000,10.000000
306,5011000,11.000000
307,5024000,13.000000
308,5034000,10.000000
309,5045000,11.000000
310,5059000,14.000000
311,5069000,10.000000
312,5099000,30.000000
313,5110000,11.000000
314,5120000,10.000000
315,5131000,11.000000
316,5142000,11.000000
317,5153000,11.000000
318,5167000,14.000000
319,5178000,11.000000
320,5194000,16.000000
321,5210000,16.000000
322,5222000,12.000000
323,5232000,10.000000
324,5243000,11.000000
325,5254000,11.000000
326,5265000,11.000000
327,5275000,10.000000
328,5286000,11.000000
329,5296000,10.000000
330,5308000,12.000000
331,5319000,11.000000
332,5330000,11.000000
333,5344000,14.000000
334,5355000,11.000000
335,5435000,80.000000
336,5455000,20.000000
337,5469000,14.000000
338,5482000,13.000000
339,5494000,12.000000
340,5505000,11.000000
341,5517000,12.000000
342,5529000,12.000000
343,5542000,13.000000
344,5554000,12.000000
345,5566000,12.000000
346,5577000,11.000000
