seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,drop_flag
0,218,-0.01762705296278,0.05571458488702774,-1.0167251825332642,0.13200657069683075,0.08156008273363113,-0.013964631594717503,29.84681510925293,-9.006439208984375,39.78334426879883,0
1,9958,-0.03414352983236313,0.020741986110806465,-1.0236502885818481,-0.49750906229019165,0.5421830415725708,0.4345259964466095,27.811065673828125,-10.46898078918457,39.91794204711914,0
2,20063,0.02113429270684719,0.03567514941096306,-1.0303540229797363,-0.6793122887611389,-0.11480564624071121,-0.066911481320858,30.246116638183594,-9.29819393157959,39.3290901184082,0
3,30063,-0.02346075512468815,0.04836573824286461,-0.9957337379455566,0.12179027497768402,-0.3447340130805969,0.0039252834394574165,29.490346908569336,-9.99716854095459,38.541648864746094,0
4,40330,0.054439932107925415,0.03506723418831825,-0.9912554025650024,-0.42714816331863403,0.354533314704895,0.2436259537935257,28.522781372070312,-10.47412109375,39.83468246459961,0
5,50035,0.03141218423843384,0.03506673872470856,-0.9724889993667603,-0.13844791054725647,0.17750924825668335,-0.021492069587111473,29.142736434936523,-9.683563232421875,39.19020462036133,0
6,59972,-0.006579137407243252,-0.06853064894676208,-1.009631872177124,0.2373230755329132,0.4351918697357178,-0.07810868322849274,28.188261032104492,-9.71679401397705,38.648284912109375,0
7,70131,0.011660606600344181,-0.031403280794620514,-0.9560642838478088,-0.22899261116981506,0.9744947552680969,-0.6026476621627808,28.158655166625977,-10.705812454223633,40.250301361083984,0
8,79725,-0.014780106022953987,-0.02532823756337166,-0.9888374209403992,-0.19750763475894928,-0.08432923257350922,-0.2257624715566635,29.607452392578125,-9.005170822143555,39.9265251159668,0
9,90049,-0.005886389873921871,-0.09053871035575867,-1.0136396884918213,-0.49680930376052856,-0.3246358036994934,0.3529373109340668,30.845722198486328,-8.448261260986328,38.9219970703125,0
10,100233,0.052502356469631195,-0.03445574641227722,-0.9899465441703796,-0.4429233968257904,0.21764293313026428,0.593863844871521,31.161502838134766,-8.568826675415039,38.74156951904297,0
11,110031,0.03649919107556343,0.005694075487554073,-1.0036262273788452,0.2506048083305359,0.7210783362388611,-0.178227961063385,29.753076553344727,-11.282588958740234,38.99820327758789,0
12,119960,0.00836024060845375,-0.0707242488861084,-1.008348822593689,0.1564299464225769,-0.07964736223220825,0.1801796704530716,29.103851318359375,-8.720849990844727,41.523799896240234,0
13,129727,0.038446784019470215,-0.046491872519254684,-0.9933004975318909,-0.24228759109973907,0.18218234181404114,0.08592744171619415,30.175251007080078,-9.828340530395508,41.55580139160156,0
14,140085,0.014835149981081486,0.07606770098209381,-0.9878507256507874,-0.47449567914009094,-0.49801474809646606,0.08076058328151703,29.78944969177246,-8.35245418548584,39.643367767333984,0
15,150180,0.024153899401426315,0.023508235812187195,-1.0111966133117676,-0.30422714352607727,0.6249010562896729,-0.5341294407844543,32.8307991027832,-10.585716247558594,40.65890121459961,0
16,159975,-0.004783276002854109,0.0001408574462402612,-0.9946674704551697,-0.5222402811050415,0.6735573410987854,-0.3158368468284607,30.571950912475586,-8.786285400390625,39.47029113769531,0
17,169896,0.06401320546865463,0.0889642983675003,-0.9984084367752075,0.17975716292858124,0.5571168065071106,0.34465116262435913,29.062246322631836,-9.452467918395996,40.280067443847656,0
18,179895,0.012707534246146679,0.011948577128350735,-0.998528242111206,-0.7299594879150391,0.4297792315483093,0.07612331956624985,29.407310485839844,-7.997257709503174,39.16961669921875,0
19,190047,-0.025259966030716896,-0.047799188643693924,-1.0007649660110474,-0.12917546927928925,0.5491569638252258,0.20192931592464447,31.95888900756836,-9.57751750946045,39.984169006347656,0
20,200016,0.020580625161528587,0.0048327818512916565,-0.9818064570426941,-0.3015814423561096,0.6094775199890137,-0.09612246602773666,30.44710350036621,-10.013936996459961,40.54022979736328,0
