sample_idx,time_us,interval_ms
1,9749,9.709000
2,19869,10.120000
3,29927,10.058000
4,40094,10.167000
5,50085,9.991000
6,59975,9.890000
7,69915,9.940000
8,79734,9.819000
9,90034,10.300000
10,100126,10.092000
11,110043,9.917000
12,119798,9.755000
13,130198,10.400000
14,140202,10.004000
15,149978,9.776000
16,160255,10.277000
17,170183,9.928000
18,179691,9.508000
19,189994,10.303000
20,199987,9.993000
21,210074,10.087000
22,220014,9.940000
23,230081,10.067000
24,240107,10.026000
25,250152,10.045000
26,260080,9.928000
27,270024,9.944000
28,280323,10.299000
29,290298,9.975000
30,300156,9.858000
31,309935,9.779000
32,320128,10.193000
33,329851,9.723000
34,339893,10.042000
35,350189,10.296000
36,360028,9.839000
37,370108,10.080000
38,380121,10.013000
39,390171,10.050000
40,400124,9.953000
41,410260,10.136000
42,420187,9.927000
43,429989,9.802000
44,439879,9.890000
45,450080,10.201000
46,460072,9.992000
47,470024,9.952000
48,480099,10.075000
49,489708,9.609000
50,500055,10.347000
51,509928,9.873000
52,520071,10.143000
53,529916,9.845000
54,540080,10.164000
55,550354,10.274000
56,559870,9.516000
57,569980,10.110000
58,579865,9.885000
59,590301,10.436000
60,599629,9.328000
61,609878,10.249000
62,620044,10.166000
63,630256,10.212000
64,640142,9.886000
65,650174,10.032000
66,660219,10.045000
67,669793,9.574000
68,680024,10.231000
69,690046,10.022000
70,699812,9.766000
71,709899,10.087000
72,720096,10.197000
73,729891,9.795000
74,739824,9.933000
75,750190,10.366000
76,759768,9.578000
77,769965,10.197000
78,780098,10.133000
79,789923,9.825000
80,799985,10.062000
81,810043,10.058000
82,819877,9.834000
83,829867,9.990000
84,839750,9.883000
85,849946,10.196000
86,859934,9.988000
87,870037,10.103000
88,879940,9.903000
89,890242,10.302000
90,900121,9.879000
91,910248,10.127000
92,919804,9.556000
93,930057,10.253000
94,939864,9.807000
95,950136,10.272000
96,959932,9.796000
97,969999,10.067000
98,979972,9.973000
99,990014,10.042000
100,1000127,10.113000
101,1010102,9.975000
102,1020007,9.905000
103,1029874,9.867000
104,1040012,10.138000
105,1050177,10.165000
106,1059943,9.766000
107,1070259,10.316000
108,1079860,9.601000
109,1090094,10.234000
110,1100150,10.056000
111,1110106,9.956000
112,1120132,10.026000
113,1129901,9.769000
114,1140108,10.207000
115,1149900,9.792000
116,1159881,9.981000
117,1170267,10.386000
118,1179988,9.721000
119,1190060,10.072000
120,1199937,9.877000
121,1210135,10.198000
122,1220245,10.110000
123,1230081,9.836000
124,1240076,9.995000
125,1250002,9.926000
126,1260114,10.112000
127,1270085,9.971000
128,1279574,9.489000
129,1289961,10.387000
130,1300158,10.197000
131,1309835,9.677000
132,1319828,9.993000
133,1329805,9.977000
134,1339962,10.157000
135,1350129,10.167000
136,1359912,9.783000
137,1369818,9.906000
138,1379939,10.121000
139,1390074,10.135000
140,1399981,9.907000
141,1410113,10.132000
142,1420115,10.002000
143,1429925,9.810000
144,1440036,10.111000
145,1450246,10.210000
146,1460042,9.796000
147,1469943,9.901000
148,1480134,10.191000
149,1490015,9.881000
150,1499881,9.866000
151,1509965,10.084000
152,1520053,10.088000
153,1529996,9.943000
154,1539737,9.741000
155,1549953,10.216000
156,1560002,10.049000
157,1570110,10.108000
158,1580157,10.047000
159,1589883,9.726000
160,1600003,10.120000
161,1609924,9.921000
162,1619768,9.844000
163,1630108,10.340000
164,1639933,9.825000
