seq,time_us,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony,drop_flag
0,40,-0.018277354538440704,0.009991302154958248,-1.0185457468032837,0.14920836687088013,-0.02044174075126648,0.7153946757316589,30.853906631469727,-10.468839645385742,39.920413970947266,-0.6707230806350708,-0.39052844047546387,0.46468305587768555,0.8254085183143616,0.20244933664798737,0.6174987554550171,0.3527803122997284,0.923144519329071,0.2249012440443039,-1.9544991254806519,-0.008230247534811497,-1.1399273872375488,-0.0342077799141407,2.5007009506225586,1.29043710231781,0
1,9749,0.018227308988571167,-0.00850585475564003,-0.9974570274353027,0.18757982552051544,-0.622376561164856,-0.370416522026062,29.689714431762695,-9.990939140319824,40.539466857910156,0.37684112787246704,-0.6976317763328552,0.2714017629623413,-0.23240280151367188,-0.15431150794029236,-0.16450011730194092,-1.0109167098999023,-0.669238269329071,1.0637791156768799,0.4311028718948364,-1.013535499572754,0.05421944335103035,0.07058615982532501,-1.0088984966278076,0.13141778111457825,0
2,19869,0.01525490265339613,-0.023550566285848618,-0.9874207377433777,-0.19805358350276947,-0.9670059084892273,-0.7022620439529419,30.4685115814209,-11.88427448272705,39.72791290283203,0.09661545604467392,-0.8970681428909302,1.1844297647476196,0.7599856853485107,1.1649129390716553,1.227960228919983,-1.747003436088562,0.7927541136741638,-0.4205893576145172,1.0394302606582642,0.6547970175743103,0.3008918762207031,-0.8697049617767334,3.0126965045928955,-0.3952566981315613,0
3,29927,-0.1329442709684372,-0.0756334662437439,-0.9896381497383118,-0.08846262097358704,0.18341653048992157,-0.08486425131559372,29.000593185424805,-10.776782989501953,40.58719253540039,-0.6597219705581665,1.1144742965698242,-0.16217826306819916,-0.5816630125045776,0.07189638167619705,-0.43960708379745483,-1.1342705488204956,-0.8236132860183716,0.44127699732780457,-0.14193792641162872,-1.6226097345352173,1.8610241413116455,-1.6671963930130005,1.1878513097763062,0.6928711533546448,0
4,40094,-0.021005844697356224,0.06983821094036102,-1.0028818845748901,0.37227246165275574,0.026815153658390045,0.5098045468330383,30.91944122314453,-10.631487846374512,39.997352600097656,-1.7750641107559204,0.916593074798584,0.7212275266647339,-1.117699384689331,-1.2046805620193481,0.9498595595359802,-0.1457734853029251,-0.334183007478714,0.10624553263187408,-0.1921272575855255,0.4863053858280182,-1.062890648841858,-0.27850911021232605,0.5942410230636597,-0.01831154152750969,0
5,50085,-0.0007923715165816247,0.11774373054504395,-0.9825853109359741,0.22994589805603027,-0.4175562262535095,-0.6137405633926392,31.22715950012207,-12.059314727783203,39.81795120239258,0.12466131895780563,1.3616522550582886,-0.27272120118141174,0.18535073101520538,0.4329143464565277,-1.1182360649108887,0.06738559156656265,0.31597092747688293,-0.30545905232429504,0.6988494396209717,-0.0008300166227854788,1.2320237159729004,0.0736677423119545,1.1118950843811035,-0.7025895118713379,0
6,59975,-0.04298163950443268,-0.01477106474339962,-1.0545039176940918,-0.55023193359375,0.5630456805229187,-0.06198002025485039,31.033090591430664,-9.6183443069458,40.27177047729492,-1.4585866928100586,-0.20782256126403809,1.477273941040039,0.7810924053192139,0.6191035509109497,0.39566880464553833,-2.28863263130188,-0.5372286438941956,-1.1845813989639282,-1.0267906188964844,-0.4316704571247101,0.5147376656532288,1.009611964225769,0.6342906951904297,-1.7184613943099976,0
7,69915,-0.07491655647754669,-0.038454245775938034,-1.0092719793319702,-0.5510027408599854,0.20916800200939178,-0.6368300914764404,29.20813751220703,-8.850166320800781,39.38606262207031,0.54728102684021,0.9334954619407654,1.1763310432434082,-1.817673921585083,-1.1331498622894287,0.1139216274023056,2.07535982131958,0.15293993055820465,0.3765101432800293,-2.1964361667633057,0.3203513026237488,-0.15663033723831177,-0.6969799995422363,1.252873420715332,0.7216026186943054,0
8,79734,0.014207933098077774,-0.03286096453666687,-1.0313485860824585,0.4544461667537689,0.2645236551761627,-0.10695595294237137,30.161611557006836,-7.21253776550293,40.20200729370117,0.3549870252609253,-0.45195168256759644,-1.0461175441741943,-1.1335104703903198,-1.3719500303268433,2.1677088737487793,-0.5604273080825806,-0.7629907131195068,-0.17660824954509735,0.47001296281814575,0.3160310387611389,-0.12061937898397446,2.3896234035491943,0.7490808963775635,-1.1957727670669556,0
9,90034,0.04252547398209572,0.02343667484819889,-0.9855396747589111,-0.41966474056243896,0.8144441843032837,0.3249739706516266,30.1765193939209,-10.351284980773926,40.53413772583008,0.23450830578804016,1.745129942893982,-0.6664181351661682,0.8996559977531433,-0.634834349155426,0.15591777861118317,-0.9371321797370911,0.19721300899982452,-0.3038913309574127,-0.07156138122081757,0.7793257832527161,-0.31094545125961304,0.15466347336769104,0.06089404225349426,-0.45220300555229187,0
