t_ms,ax,ay,az,gx,gy,gz,mx,my,mz,roll_gyro,pitch_gyro,yaw_gyro,roll_cf,pitch_cf,yaw_cf,roll_ekf,pitch_ekf,yaw_ekf,roll_madgwick,pitch_madgwick,yaw_madgwick,roll_mahony,pitch_mahony,yaw_mahony
0.000,-0.04117680713534355,-0.02669340744614601,-0.9931907653808594,-0.8255202770233154,-0.007735520601272583,0.02362380363047123,30.18527603149414,-8.079268455505371,39.980838775634766,-0.3037310838699341,-2.0663444995880127,-0.019457874819636345,0.2622024118900299,-2.618114948272705,1.464583396911621,-0.4477349519729614,0.8435086607933044,-0.539023756980896,-0.18845942616462708,0.8800119757652283,-0.29936662316322327,-1.8148233890533447,0.23837441205978394,0.8611887097358704
9.710,-0.09512905031442642,0.019737564027309418,-1.0275386571884155,1.1259996891021729,-0.6060864925384521,0.18408003449440002,29.6218204498291,-10.972589492797852,42.4815559387207,-0.7823535203933716,1.1014577150344849,-0.8184871673583984,0.45859554409980774,1.0760889053344727,0.4114358127117157,-0.4906613230705261,2.038729190826416,0.31706079840660095,0.2739483714103699,1.0416176319122314,-0.9276825189590454,1.0538573265075684,-1.9669790267944336,-1.3744627237319946
20.073,0.05154436081647873,-0.04090683162212372,-0.9758460521697998,-0.22203466296195984,-0.636783242225647,-0.3936004042625427,29.544483184814453,-10.775699615478516,39.603511810302734,-1.3386902809143066,0.0809323713183403,-0.29639264941215515,-0.4273456633090973,0.6304426789283752,-0.525486171245575,0.0423637218773365,1.4465019702911377,0.35457903146743774,-0.6394277811050415,-0.7984629273414612,-1.299960970878601,0.7565699219703674,0.20368193089962006,-2.022536277770996
30.049,0.07060971856117249,-0.08448753505945206,-1.0002100467681885,0.23396418988704681,-0.07183313369750977,0.39235952496528625,28.479825973510742,-10.970843315124512,38.1558837890625,-1.3914352655410767,1.8056763410568237,0.6333699822425842,0.3677738904953003,-1.0792124271392822,2.8642821311950684,-0.06540423631668091,0.6686006188392639,0.31793734431266785,-0.4742768108844757,0.028130820021033287,-0.7214940190315247,-0.17843498289585114,-1.4996893405914307,-0.8525854349136353
39.948,-0.01938185654580593,0.028033409267663956,-0.9917116165161133,-0.2531681954860687,0.15923400223255157,0.5792354345321655,30.500436782836914,-10.282012939453125,41.3323860168457,0.6168434619903564,1.0305261611938477,-0.32143428921699524,0.5792636275291443,0.12802326679229736,-0.46050533652305603,-0.6861720681190491,1.4417073726654053,-1.381763219833374,0.9298474788665771,-0.6142002940177917,1.9202041625976562,-1.7397992610931396,-0.6504632830619812,1.3347785472869873
49.968,0.10466098040342331,0.0027504386380314827,-1.0029070377349854,-0.3292730450630188,0.10467881709337234,-0.02363269031047821,29.431398391723633,-9.586978912353516,40.20656204223633,0.10107970982789993,-1.1905502080917358,0.6115779280662537,0.3971821665763855,-1.0248287916183472,1.4820727109909058,-0.8717736005783081,1.1743577718734741,-0.09017371386289597,-1.9917590618133545,0.5304831266403198,0.18163681030273438,0.739190399646759,-1.4580891132354736,0.25306305289268494
59.688,-0.04933129996061325,-0.0401446595788002,-1.0199049711227417,0.11779514700174332,0.09400656074285507,-0.5179449319839478,30.202123641967773,-10.861640930175781,39.05293273925781,0.19249340891838074,-2.976165294647217,0.24720609188079834,-0.7574252486228943,-1.8180828094482422,0.5198718905448914,0.9304670095443726,-0.6881211400032043,-0.10971678793430328,0.11831320077180862,-0.5868019461631775,-1.5268304347991943,0.3282138407230377,-1.3834974765777588,-2.317750930786133
70.227,-0.009591060690581799,0.019188400357961655,-1.0011378526687622,-0.3923327922821045,-0.29312166571617126,-0.43057486414909363,30.53387451171875,-10.81010913848877,40.954986572265625,-0.15233637392520905,2.4598913192749023,2.031381368637085,-0.4497367739677429,0.12437479197978973,-0.4971785545349121,0.3794366419315338,1.8724907636642456,1.6028181314468384,-1.2030376195907593,0.9712050557136536,-0.8025187849998474,-0.7104058265686035,1.0342463254928589,0.9030288457870483
79.718,-0.026698319241404533,-0.033067427575588226,-0.9954373836517334,0.5389015078544617,-0.03456687927246094,-1.2709689140319824,29.67921257019043,-10.19089412689209,40.37514877319336,-0.8972378373146057,-1.7792956829071045,0.030983371660113335,1.6905503273010254,0.8672716021537781,-1.3150862455368042,-1.2214832305908203,-1.383579134941101,-1.5647320747375488,-0.39061978459358215,-0.883881151676178,0.8934338688850403,-0.2987437844276428,-0.052991170436143875,-0.0964009016752243
90.022,0.012424864806234837,0.06625380367040634,-0.9927903413772583,-0.5821740627288818,0.1211714968085289,-0.17763850092887878,30.540170669555664,-8.868953704833984,39.95380401611328,-1.1951560974121094,0.22720715403556824,-0.2832374572753906,-2.107534646987915,1.872385859489441,0.8459182977676392,1.9637285470962524,0.877503514289856,-0.4273427128791809,-0.4018447995185852,-1.4476921558380127,0.5011799931526184,1.6059132814407349,-0.3083116412162781,-1.3851748704910278
99.814,0.03816858306527138,-0.08259662985801697,-1.00632643699646,-0.16965067386627197,0.5388327836990356,0.5734468102455139,29.479448318481445,-9.816136360168457,40.39060592651367,0.41179725527763367,-0.08482569456100464,0.25001031160354614,-1.5695421695709229,-1.1148916482925415,-0.22067953646183014,0.702508270740509,-0.6195914149284363,-0.08451171219348907,1.5201612710952759,-2.1705422401428223,1.2072454690933228,-0.4440460205078125,1.645339846611023,-0.121097631752491
110.032,-0.03515253961086273,0.004241588059812784,-1.0004606246948242,-0.6900618076324463,-0.4095993638038635,-0.5525217652320862,32.0318603515625,-11.883102416992188,40.33995056152344,-0.26646724343299866,-1.0108839273452759,0.3815996050834656,-1.05077064037323,-0.7215701341629028,0.3753381073474884,-0.6341764330863953,-0.4535800516605377,0.2369268536567688,-0.524418294429779,1.584784984588623,-0.4682377576828003,-0.8087231516838074,-0.08395397663116455,0.16150838136672974
