sample_idx,time_us,interval_ms
1,9948,9.948000
2,20012,10.064000
3,29988,9.976000
4,40161,10.173000
5,50141,9.980000
6,60142,10.001000
7,70064,9.922000
8,80023,9.959000
9,90408,10.385000
10,99880,9.472000
11,109980,10.100000
12,119948,9.968000
13,129886,9.938000
14,140080,10.194000
15,149843,9.763000
16,159970,10.127000
17,169796,9.826000
18,179867,10.071000
19,189922,10.055000
20,199970,10.048000
21,210138,10.168000
22,220174,10.036000
23,229997,9.823000
24,240473,10.476000
25,250152,9.679000
26,259828,9.676000
27,270194,10.366000
28,280130,9.936000
29,289859,9.729000
30,300119,10.260000
31,309984,9.865000
32,319809,9.825000
33,329894,10.085000
34,339909,10.015000
35,350003,10.094000
36,360063,10.060000
37,370330,10.267000
38,380103,9.773000
39,390179,10.076000
40,400149,9.970000
41,410063,9.914000
42,419922,9.859000
43,430140,10.218000
44,439860,9.720000
45,450023,10.163000
46,459583,9.560000
47,469858,10.275000
48,480235,10.377000
49,489786,9.551000
50,500140,10.354000
51,510014,9.874000
52,520019,10.005000
53,530090,10.071000
54,539803,9.713000
55,550139,10.336000
56,560121,9.982000
57,569836,9.715000
58,580036,10.200000
59,590141,10.105000
60,599910,9.769000
61,609734,9.824000
62,620057,10.323000
63,629960,9.903000
64,639963,10.003000
65,649851,9.888000
66,659774,9.923000
67,670181,10.407000
68,679960,9.779000
69,690055,10.095000
70,699959,9.904000
71,709902,9.943000
72,719881,9.979000
73,729742,9.861000
74,740004,10.262000
75,750019,10.015000
76,760243,10.224000
77,769747,9.504000
78,779936,10.189000
79,789941,10.005000
80,799923,9.982000
81,809848,9.925000
82,819847,9.999000
83,830025,10.178000
84,840109,10.084000
85,850161,10.052000
86,859774,9.613000
87,869927,10.153000
88,880016,10.089000
89,890210,10.194000
90,900096,9.886000
91,910195,10.099000
92,919987,9.792000
93,929924,9.937000
94,939762,9.838000
95,949949,10.187000
96,959998,10.049000
97,970023,10.025000
98,979970,9.947000
99,990251,10.281000
100,999909,9.658000
101,1010172,10.263000
102,1020041,9.869000
103,1029751,9.710000
104,1039958,10.207000
105,1050137,10.179000
106,1059786,9.649000
107,1070211,10.425000
108,1079872,9.661000
109,1090088,10.216000
110,1100132,10.044000
111,1110104,9.972000
112,1119705,9.601000
113,1129822,10.117000
114,1139835,10.013000
115,1149841,10.006000
116,1160008,10.167000
117,1169754,9.746000
118,1179997,10.243000
119,1189883,9.886000
120,1199918,10.035000
121,1209855,9.937000
122,1220290,10.435000
123,1230010,9.720000
124,1240009,9.999000
125,1250099,10.090000
126,1259832,9.733000
127,1269832,10.000000
128,1280105,10.273000
129,1289878,9.773000
130,1300198,10.320000
131,1309923,9.725000
132,1320044,10.121000
133,1330163,10.119000
134,1339869,9.706000
135,1349932,10.063000
136,1359941,10.009000
137,1369857,9.916000
138,1380059,10.202000
139,1390018,9.959000
140,1399969,9.951000
141,1410185,10.216000
142,1420161,9.976000
143,1429926,9.765000
144,1439915,9.989000
145,1449796,9.881000
146,1460060,10.264000
147,1470171,10.111000
148,1479852,9.681000
149,1490114,10.262000
150,1499775,9.661000
151,1509806,10.031000
152,1519970,10.164000
153,1530068,10.098000
154,1540106,10.038000
155,1550035,9.929000
156,1560115,10.080000
157,1569841,9.726000
158,1579947,10.106000
159,1590050,10.103000
160,1600088,10.038000
161,1609903,9.815000
162,1620127,10.224000
163,1629855,9.728000
164,1640027,10.172000
165,1650249,10.222000
166,1659941,9.692000
167,1670296,10.355000
168,1679982,9.686000
169,1690133,10.151000
170,1700133,10.000000
171,1710169,10.036000
172,1720095,9.926000
173,1730032,9.937000
174,1740013,9.981000
175,1749904,9.891000
176,1760139,10.235000
177,1769734,9.595000
178,1779690,9.956000
179,1790343,10.653000
180,1799759,9.416000
181,1809889,10.130000
182,1819965,10.076000
183,1830047,10.082000
184,1839805,9.758000
185,1849875,10.070000
186,1859941,10.066000
187,1869933,9.992000
188,1879998,10.065000
189,1890100,10.102000
190,1899958,9.858000
191,1909945,9.987000
192,1920274,10.329000
193,1930009,9.735000
194,1939987,9.978000
195,1949998,10.011000
196,1960011,10.013000
197,1969878,9.867000
198,1979696,9.818000
199,1990084,10.388000
200,1999998,9.914000
201,2009948,9.950000
202,2020154,10.206000
203,2029789,9.635000
204,2039831,10.042000
205,2049854,10.023000
