sample_idx,time_us,interval_ms
1,10159,10.159000
2,19800,9.641000
3,30411,10.611000
4,40250,9.839000
5,50161,9.911000
6,59868,9.707000
7,69913,10.045000
8,79832,9.919000
9,90065,10.233000
10,99830,9.765000
11,109931,10.101000
12,120113,10.182000
13,130059,9.946000
14,139853,9.794000
15,149931,10.078000
16,160001,10.070000
17,170256,10.255000
18,180067,9.811000
19,190165,10.098000
20,200089,9.924000
21,209745,9.656000
22,220033,10.288000
23,229925,9.892000
24,240059,10.134000
25,250269,10.210000
26,259930,9.661000
27,270088,10.158000
28,280025,9.937000
29,289918,9.893000
30,299890,9.972000
31,309945,10.055000
32,320065,10.120000
33,330074,10.009000
34,339761,9.687000
35,350088,10.327000
36,359821,9.733000
37,370246,10.425000
38,380030,9.784000
39,390390,10.360000
40,400019,9.629000
41,409915,9.896000
42,420000,10.085000
43,430235,10.235000
44,439941,9.706000
45,449958,10.017000
46,460034,10.076000
47,469961,9.927000
48,479857,9.896000
49,489803,9.946000
50,500070,10.267000
51,509843,9.773000
52,520141,10.298000
53,530154,10.013000
54,540302,10.148000
55,549850,9.548000
56,560455,10.605000
57,569981,9.526000
58,580094,10.113000
59,589831,9.737000
60,600178,10.347000
61,610083,9.905000
62,620002,9.919000
63,630223,10.221000
64,640003,9.780000
65,649962,9.959000
66,659882,9.920000
67,669953,10.071000
68,679865,9.912000
69,690015,10.150000
70,699868,9.853000
71,709987,10.119000
72,719737,9.750000
73,729893,10.156000
74,739997,10.104000
75,749959,9.962000
76,759928,9.969000
77,770203,10.275000
78,779898,9.695000
79,789964,10.066000
80,799798,9.834000
81,809844,10.046000
82,820076,10.232000
83,830079,10.003000
84,839843,9.764000
85,850108,10.265000
86,860067,9.959000
87,870068,10.001000
88,879997,9.929000
89,889921,9.924000
90,899957,10.036000
91,910197,10.240000
92,919938,9.741000
93,930207,10.269000
94,940053,9.846000
95,950038,9.985000
96,960191,10.153000
97,970327,10.136000
98,980025,9.698000
99,989777,9.752000
100,1000216,10.439000
101,1010134,9.918000
102,1019914,9.780000
103,1029933,10.019000
104,1039823,9.890000
105,1049912,10.089000
106,1060017,10.105000
107,1069808,9.791000
108,1080052,10.244000
109,1090442,10.390000
110,1099992,9.550000
111,1109894,9.902000
112,1120075,10.181000
113,1129822,9.747000
114,1140024,10.202000
115,1149986,9.962000
116,1160047,10.061000
117,1169714,9.667000
118,1179902,10.188000
119,1189777,9.875000
120,1199808,10.031000
121,1210063,10.255000
122,1220175,10.112000
123,1229877,9.702000
124,1239985,10.108000
125,1249947,9.962000
126,1260186,10.239000
127,1270161,9.975000
128,1279707,9.546000
129,1289938,10.231000
130,1300015,10.077000
131,1309977,9.962000
132,1319694,9.717000
133,1329891,10.197000
134,1340025,10.134000
135,1350150,10.125000
136,1359762,9.612000
137,1370026,10.264000
138,1379935,9.909000
139,1389818,9.883000
140,1399978,10.160000
141,1409523,9.545000
142,1420133,10.610000
143,1429892,9.759000
144,1439966,10.074000
145,1450179,10.213000
146,1460029,9.850000
147,1469885,9.856000
148,1480308,10.423000
149,1490034,9.726000
150,1500036,10.002000
151,1510043,10.007000
152,1519800,9.757000
153,1529983,10.183000
154,1540057,10.074000
155,1550177,10.120000
156,1560165,9.988000
157,1569981,9.816000
158,1579847,9.866000
159,1590099,10.252000
160,1600064,9.965000
161,1609980,9.916000
162,1620066,10.086000
163,1629739,9.673000
164,1639854,10.115000
165,1649817,9.963000
166,1660005,10.188000
167,1670181,10.176000
168,1679859,9.678000
169,1689696,9.837000
170,1699963,10.267000
171,1709973,10.010000
172,1719876,9.903000
173,1729928,10.052000
174,1739859,9.931000
175,1750015,10.156000
176,1759930,9.915000
177,1770022,10.092000
178,1779959,9.937000
179,1789684,9.725000
180,1800240,10.556000
181,1810277,10.037000
182,1819930,9.653000
183,1829589,9.659000
184,1839776,10.187000
185,1849937,10.161000
186,1859987,10.050000
187,1869987,10.000000
188,1879756,9.769000
189,1890263,10.507000
190,1899949,9.686000
191,1910021,10.072000
192,1920087,10.066000
193,1930020,9.933000
194,1940198,10.178000
195,1949996,9.798000
196,1959714,9.718000
197,1970010,10.296000
198,1980113,10.103000
199,1990154,10.041000
200,1999887,9.733000
201,2010010,10.123000
202,2019773,9.763000
203,2029839,10.066000
204,2039857,10.018000
205,2050132,10.275000
206,2060066,9.934000
207,2069997,9.931000
208,2079830,9.833000
209,2089951,10.121000
210,2100113,10.162000
211,2110274,10.161000
212,2119940,9.666000
213,2129772,9.832000
214,2140052,10.280000
215,2149887,9.835000
216,2159817,9.930000
217,2170005,10.188000
218,2179984,9.979000
219,2190232,10.248000
220,2199890,9.658000
221,2209992,10.102000
222,2219673,9.681000
223,2229764,10.091000
224,2240172,10.408000
225,2249822,9.650000
226,2259805,9.983000
227,2269804,9.999000
228,2279799,9.995000
229,2289984,10.185000
230,2299790,9.806000
231,2309943,10.153000
232,2319858,9.915000
233,2329988,10.130000
234,2340194,10.206000
235,2349856,9.662000
236,2359920,10.064000
237,2370267,10.347000
238,2379663,9.396000
239,2390097,10.434000
240,2400008,9.911000
241,2409990,9.982000
242,2419898,9.908000
243,2430083,10.185000
244,2439716,9.633000
245,2450057,10.341000
246,2460054,9.997000
247,2470096,10.042000
248,2479953,9.857000
249,2490033,10.080000
250,2499987,9.954000
251,2509876,9.889000
252,2520021,10.145000
253,2529950,9.929000
254,2540053,10.103000
255,2550144,10.091000
256,2560183,10.039000
257,2570080,9.897000
258,2579828,9.748000
259,2589856,10.028000
260,2599884,10.028000
261,2609776,9.892000
262,2619880,10.104000
263,2630215,10.335000
264,2639994,9.779000
265,2649752,9.758000
266,2659528,9.776000
267,2670266,10.738000
268,2679722,9.456000
269,2690204,10.482000
270,2700192,9.988000
271,2709984,9.792000
272,2720134,10.150000
273,2729876,9.742000
274,2739828,9.952000
275,2750044,10.216000
276,2759842,9.798000
277,2770178,10.336000
278,2780216,10.038000
279,2789820,9.604000
280,2799691,9.871000
281,2809752,10.061000
282,2819942,10.190000
283,2829781,9.839000
284,2839994,10.213000
285,2849891,9.897000
286,2860018,10.127000
287,2870085,10.067000
288,2879940,9.855000
289,2890084,10.144000
290,2900035,9.951000
291,2909839,9.804000
292,2919995,10.156000
293,2929775,9.780000
294,2939689,9.914000
295,2950027,10.338000
296,2960121,10.094000
297,2969969,9.848000
298,2979969,10.000000
299,2989783,9.814000
300,3000189,10.406000
301,3010139,9.950000
302,3019946,9.807000
303,3029791,9.845000
304,3040009,10.218000
305,3049908,9.899000
306,3060036,10.128000
307,3069985,9.949000
308,3079738,9.753000
309,3090135,10.397000
310,3099836,9.701000
311,3109850,10.014000
312,3120014,10.164000
313,3130508,10.494000
314,3139888,9.380000
315,3149915,10.027000
316,3159793,9.878000
317,3170172,10.379000
318,3179775,9.603000
319,3189897,10.122000
320,3200295,10.398000
321,3209977,9.682000
322,3219644,9.667000
323,3229975,10.331000
324,3240091,10.116000
325,3250133,10.042000
326,3259998,9.865000
327,3269904,9.906000
328,3280077,10.173000
329,3290045,9.968000
330,3299861,9.816000
331,3309882,10.021000
332,3319903,10.021000
333,3329957,10.054000
334,3339897,9.940000
335,3349850,9.953000
336,3360395,10.545000
337,3369959,9.564000
338,3379876,9.917000
339,3389969,10.093000
340,3399804,9.835000
341,3410013,10.209000
342,3420027,10.014000
343,3429716,9.689000
344,3439931,10.215000
345,3449846,9.915000
346,3459917,10.071000
347,3470030,10.113000
348,3480185,10.155000
349,3490064,9.879000
350,3500086,10.022000
351,3509869,9.783000
352,3519937,10.068000
353,3529980,10.043000
354,3539978,9.998000
355,3549754,9.776000
356,3559791,10.037000
357,3569939,10.148000
358,3579984,10.045000
359,3590002,10.018000
360,3599927,9.925000
361,3610177,10.250000
362,3620036,9.859000
363,3629870,9.834000
364,3640221,10.351000
365,3649913,9.692000
366,3659949,10.036000
367,3670038,10.089000
368,3680068,10.030000
369,3689658,9.590000
370,3699733,10.075000
371,3710306,10.573000
372,3719868,9.562000
373,3729588,9.720000
374,3739877,10.289000
375,3750007,10.130000
376,3759998,9.991000
377,3769578,9.580000
378,3779995,10.417000
379,3789953,9.958000
380,3799891,9.938000
381,3810141,10.250000
382,3820397,10.256000
383,3829815,9.418000
384,3840176,10.361000
385,3850147,9.971000
386,3860009,9.862000
387,3869984,9.975000
388,3880052,10.068000
389,3890064,10.012000
390,3899838,9.774000
391,3910089,10.251000
392,3920289,10.200000
393,3929999,9.710000
394,3940014,10.015000
395,3950038,10.024000
396,3960043,10.005000
397,3969947,9.904000
398,3980023,10.076000
399,3990064,10.041000
400,4000296,10.232000
401,4010084,9.788000
402,4019712,9.628000
403,4029989,10.277000
404,4039956,9.967000
405,4050350,10.394000
406,4059748,9.398000
407,4069971,10.223000
408,4080117,10.146000
409,4090067,9.950000
410,4099761,9.694000
411,4109813,10.052000
412,4120060,10.247000
413,4129866,9.806000
414,4140036,10.170000
415,4150218,10.182000
416,4159866,9.648000
417,4169994,10.128000
418,4179883,9.889000
419,4190088,10.205000
420,4200214,10.126000
421,4209936,9.722000
422,4220176,10.240000
423,4229791,9.615000
424,4239994,10.203000
425,4249801,9.807000
426,4260270,10.469000
427,4269755,9.485000
428,4279866,10.111000
429,4290181,10.315000
430,4300149,9.968000
431,4309982,9.833000
432,4319666,9.684000
433,4329888,10.222000
434,4339977,10.089000
435,4350112,10.135000
436,4360147,10.035000
437,4370119,9.972000
438,4380217,10.098000
439,4390112,9.895000
440,4399622,9.510000
441,4409958,10.336000
442,4420037,10.079000
443,4430019,9.982000
444,4439725,9.706000
445,4450272,10.547000
446,4460108,9.836000
447,4470194,10.086000
448,4480073,9.879000
449,4490212,10.139000
450,4499721,9.509000
451,4510042,10.321000
452,4520115,10.073000
453,4530102,9.987000
454,4540079,9.977000
455,4549931,9.852000
456,4559917,9.986000
457,4570357,10.440000
458,4579634,9.277000
459,4589809,10.175000
460,4599536,9.727000
461,4609820,10.284000
462,4620175,10.355000
463,4630175,10.000000
464,4640095,9.920000
465,4650207,10.112000
466,4660283,10.076000
467,4670014,9.731000
468,4680160,10.146000
469,4689786,9.626000
470,4700296,10.510000
471,4710060,9.764000
472,4720071,10.011000
473,4730033,9.962000
474,4740159,10.126000
475,4749899,9.740000
476,4760041,10.142000
477,4769911,9.870000
478,4780193,10.282000
479,4789915,9.722000
480,4800148,10.233000
481,4809994,9.846000
482,4820051,10.057000
483,4829965,9.914000
484,4839787,9.822000
485,4849894,10.107000
486,4860041,10.147000
487,4869934,9.893000
488,4879824,9.890000
489,4889745,9.921000
490,4900016,10.271000
491,4909783,9.767000
492,4920244,10.461000
493,4930017,9.773000
494,4939777,9.760000
495,4949817,10.040000
496,4959961,10.144000
497,4970097,10.136000
498,4980238,10.141000
499,4989999,9.761000
500,5000047,10.048000
501,5009791,9.744000
502,5020028,10.237000
503,5029849,9.821000
504,5039942,10.093000
505,5049966,10.024000
506,5059980,10.014000
507,5069745,9.765000
508,5080019,10.274000
509,5090116,10.097000
510,5100295,10.179000
511,5109858,9.563000
512,5119942,10.084000
513,5130136,10.194000
514,5139942,9.806000
515,5149968,10.026000
516,5160086,10.118000
517,5169916,9.830000
518,5180047,10.131000
519,5190133,10.086000
520,5200125,9.992000
521,5210168,10.043000
522,5220140,9.972000
523,5230212,10.072000
524,5239986,9.774000
525,5249967,9.981000
526,5259990,10.023000
527,5270166,10.176000
528,5280211,10.045000
529,5289759,9.548000
530,5299886,10.127000
531,5309916,10.030000
532,5320127,10.211000
533,5329845,9.718000
534,5339851,10.006000
535,5350123,10.272000
536,5360260,10.137000
537,5369953,9.693000
538,5380143,10.190000
539,5390079,9.936000
540,5399959,9.880000
541,5410212,10.253000
542,5420074,9.862000
543,5430194,10.120000
544,5440060,9.866000
545,5450047,9.987000
546,5460071,10.024000
547,5470030,9.959000
548,5480042,10.012000
549,5489760,9.718000
550,5499950,10.190000
551,5510072,10.122000
552,5519937,9.865000
553,5530034,10.097000
554,5540125,10.091000
555,5550261,10.136000
556,5560109,9.848000
557,5570090,9.981000
558,5579839,9.749000
559,5589908,10.069000
560,5600310,10.402000
561,5610029,9.719000
562,5619981,9.952000
563,5630150,10.169000
564,5639942,9.792000
565,5650055,10.113000
566,5660139,10.084000
567,5670063,9.924000
568,5680187,10.124000
569,5690037,9.850000
570,5700091,10.054000
571,5709821,9.730000
572,5720122,10.301000
573,5730157,10.035000
574,5740098,9.941000
575,5750112,10.014000
576,5759942,9.830000
577,5769982,10.040000
578,5779973,9.991000
579,5789777,9.804000
580,5800001,10.224000
581,5809940,9.939000
582,5820227,10.287000
583,5830038,9.811000
584,5840325,10.287000
585,5850126,9.801000
586,5859983,9.857000
587,5869935,9.952000
588,5880001,10.066000
589,5889936,9.935000
590,5900093,10.157000
591,5910106,10.013000
592,5920314,10.208000
593,5929839,9.525000
594,5940148,10.309000
595,5950032,9.884000
596,5959954,9.922000
597,5970190,10.236000
598,5980018,9.828000
599,5989910,9.892000
600,6000020,10.110000
601,6010124,10.104000
602,6020006,9.882000
603,6030058,10.052000
604,6040074,10.016000
605,6049968,9.894000
606,6060250,10.282000
607,6069914,9.664000
608,6079774,9.860000
609,6089858,10.084000
610,6100203,10.345000
611,6110087,9.884000
612,6120035,9.948000
613,6129881,9.846000
614,6140134,10.253000
615,6150126,9.992000
616,6160067,9.941000
617,6170000,9.933000
618,6180037,10.037000
619,6189977,9.940000
620,6199940,9.963000
621,6210035,10.095000
622,6220133,10.098000
623,6229922,9.789000
624,6239931,10.009000
625,6249881,9.950000
626,6259663,9.782000
627,6269823,10.160000
628,6279881,10.058000
629,6289798,9.917000
630,6300277,10.479000
631,6310157,9.880000
632,6320121,9.964000
633,6330014,9.893000
634,6340164,10.150000
635,6350070,9.906000
636,6360282,10.212000
637,6370192,9.910000
638,6380126,9.934000
639,6390099,9.973000
640,6399903,9.804000
641,6410029,10.126000
642,6420007,9.978000
643,6429980,9.973000
644,6440036,10.056000
645,6449944,9.908000
646,6460307,10.363000
647,6470080,9.773000
648,6480113,10.033000
649,6490065,9.952000
650,6500068,10.003000
651,6509740,9.672000
652,6520031,10.291000
653,6529956,9.925000
654,6540042,10.086000
655,6549937,9.895000
656,6560131,10.194000
657,6570229,10.098000
658,6579956,9.727000
659,6590046,10.090000
660,6599902,9.856000
661,6610199,10.297000
662,6620022,9.823000
663,6630190,10.168000
