sample_idx,time_us,interval_ms
1,10118,10.113000
2,19970,9.852000
3,29922,9.952000
4,40063,10.141000
5,50088,10.025000
6,60021,9.933000
7,70007,9.986000
8,79867,9.860000
9,90143,10.276000
10,100133,9.990000
11,109865,9.732000
12,119770,9.905000
13,129895,10.125000
14,139949,10.054000
15,149849,9.900000
16,160047,10.198000
17,170088,10.041000
18,179949,9.861000
19,189736,9.787000
20,199766,10.030000
21,209926,10.160000
22,220494,10.568000
23,229871,9.377000
24,240118,10.247000
25,250214,10.096000
26,260122,9.908000
27,270246,10.124000
28,280117,9.871000
29,289974,9.857000
30,299864,9.890000
31,309711,9.847000
32,320187,10.476000
33,329884,9.697000
34,339792,9.908000
35,349895,10.103000
36,359879,9.984000
37,369942,10.063000
38,379932,9.990000
39,389778,9.846000
40,399959,10.181000
41,410001,10.042000
42,420056,10.055000
43,429845,9.789000
44,439939,10.094000
45,450060,10.121000
46,460039,9.979000
47,469659,9.620000
48,480075,10.416000
49,489982,9.907000
50,500482,10.500000
51,510299,9.817000
52,519729,9.430000
53,529976,10.247000
54,539985,10.009000
55,549859,9.874000
56,559938,10.079000
57,569974,10.036000
58,579777,9.803000
59,590163,10.386000
60,600024,9.861000
61,609919,9.895000
62,620023,10.104000
63,630042,10.019000
64,639862,9.820000
65,650166,10.304000
66,659895,9.729000
67,669694,9.799000
68,680094,10.400000
69,689717,9.623000
70,700073,10.356000
71,710062,9.989000
72,719923,9.861000
73,730072,10.149000
74,739986,9.914000
75,750170,10.184000
76,760010,9.840000
77,769874,9.864000
78,780272,10.398000
79,790054,9.782000
80,800071,10.017000
81,810009,9.938000
82,819989,9.980000
83,830014,10.025000
84,839896,9.882000
85,850204,10.308000
86,860290,10.086000
87,869933,9.643000
88,879957,10.024000
89,889936,9.979000
90,899693,9.757000
91,909919,10.226000
92,919984,10.065000
93,929908,9.924000
94,939985,10.077000
95,950014,10.029000
96,959517,9.503000
97,970000,10.483000
98,979673,9.673000
99,989830,10.157000
100,999885,10.055000
101,1010176,10.291000
102,1020031,9.855000
103,1029975,9.944000
104,1039923,9.948000
105,1050018,10.095000
106,1059870,9.852000
107,1069914,10.044000
108,1079770,9.856000
109,1089936,10.166000
110,1099887,9.951000
111,1109789,9.902000
112,1119942,10.153000
113,1130096,10.154000
114,1139935,9.839000
115,1149986,10.051000
116,1160177,10.191000
117,1170137,9.960000
118,1180187,10.050000
119,1189956,9.769000
120,1199846,9.890000
121,1210252,10.406000
122,1220277,10.025000
123,1230080,9.803000
124,1239940,9.860000
125,1250000,10.060000
126,1260234,10.234000
127,1270103,9.869000
128,1279846,9.743000
129,1290023,10.177000
130,1299779,9.756000
131,1309943,10.164000
132,1319973,10.030000
133,1329901,9.928000
134,1340177,10.276000
135,1349861,9.684000
136,1360122,10.261000
137,1370091,9.969000
138,1379954,9.863000
139,1390132,10.178000
140,1400063,9.931000
141,1409903,9.840000
142,1419860,9.957000
143,1429806,9.946000
144,1440119,10.313000
145,1449832,9.713000
146,1460036,10.204000
147,1469829,9.793000
148,1480237,10.408000
149,1490033,9.796000
150,1500158,10.125000
151,1509911,9.753000
152,1520241,10.330000
153,1530235,9.994000
154,1539985,9.750000
155,1550035,10.050000
156,1559889,9.854000
