sample_idx,time_us,interval_ms
1,9965,9.965000
2,19868,9.903000
3,30040,10.172000
4,39893,9.853000
5,49854,9.961000
6,59956,10.102000
7,70065,10.109000
8,80109,10.044000
9,89943,9.834000
10,100162,10.219000
11,110193,10.031000
12,119604,9.411000
13,130160,10.556000
14,140305,10.145000
15,149919,9.614000
16,159974,10.055000
17,169738,9.764000
18,179912,10.174000
19,189816,9.904000
20,200098,10.282000
21,209973,9.875000
22,219941,9.968000
23,230261,10.320000
24,240200,9.939000
25,250010,9.810000
26,259943,9.933000
27,269962,10.019000
28,279859,9.897000
29,289775,9.916000
30,300160,10.385000
31,309913,9.753000
32,320002,10.089000
33,330065,10.063000
34,340229,10.164000
35,349924,9.695000
36,360308,10.384000
37,370244,9.936000
38,379876,9.632000
39,390073,10.197000
40,400122,10.049000
41,409998,9.876000
42,420024,10.026000
43,429968,9.944000
44,440186,10.218000
45,450086,9.900000
46,459990,9.904000
47,470033,10.043000
48,479984,9.951000
49,489965,9.981000
50,500038,10.073000
51,510064,10.026000
52,519926,9.862000
53,530226,10.300000
54,539939,9.713000
55,550002,10.063000
56,560237,10.235000
57,569980,9.743000
58,579987,10.007000
59,589916,9.929000
60,599877,9.961000
61,610207,10.330000
62,619994,9.787000
63,630058,10.064000
64,639981,9.923000
65,650024,10.043000
66,660222,10.198000
67,670269,10.047000
68,680177,9.908000
69,689865,9.688000
70,699903,10.038000
71,710083,10.180000
72,720001,9.918000
73,729726,9.725000
74,740022,10.296000
75,749986,9.964000
76,760102,10.116000
77,769985,9.883000
78,779931,9.946000
79,790061,10.130000
80,800147,10.086000
81,809876,9.729000
82,820049,10.173000
83,830041,9.992000
84,840073,10.032000
85,849549,9.476000
86,859862,10.313000
87,870266,10.404000
88,880087,9.821000
89,890136,10.049000
90,899973,9.837000
91,910060,10.087000
92,920193,10.133000
93,929860,9.667000
94,939989,10.129000
95,949780,9.791000
96,960243,10.463000
97,969706,9.463000
98,980481,10.775000
99,989901,9.420000
100,999734,9.833000
101,1009913,10.179000
102,1020072,10.159000
103,1030205,10.133000
104,1039972,9.767000
105,1050109,10.137000
106,1059768,9.659000
107,1070032,10.264000
108,1079926,9.894000
109,1090012,10.086000
110,1099690,9.678000
111,1109966,10.276000
112,1119998,10.032000
113,1129895,9.897000
114,1140047,10.152000
115,1149909,9.862000
116,1159701,9.792000
117,1170207,10.506000
118,1180102,9.895000
119,1190018,9.916000
120,1199683,9.665000
121,1210236,10.553000
122,1219948,9.712000
123,1230029,10.081000
124,1239713,9.684000
125,1250230,10.517000
126,1260199,9.969000
127,1269883,9.684000
128,1280283,10.400000
129,1290179,9.896000
130,1300210,10.031000
131,1310137,9.927000
132,1320009,9.872000
133,1330331,10.322000
134,1340036,9.705000
135,1349932,9.896000
136,1360104,10.172000
137,1369920,9.816000
138,1380012,10.092000
139,1390174,10.162000
140,1399973,9.799000
141,1410054,10.081000
142,1420129,10.075000
143,1430140,10.011000
144,1440271,10.131000
145,1450229,9.958000
146,1460266,10.037000
147,1469862,9.596000
148,1479903,10.041000
149,1489873,9.970000
150,1499807,9.934000
151,1510134,10.327000
152,1520387,10.253000
153,1530007,9.620000
154,1539922,9.915000
155,1550246,10.324000
156,1560091,9.845000
157,1569774,9.683000
158,1580133,10.359000
159,1590129,9.996000
160,1599908,9.779000
161,1609770,9.862000
162,1619948,10.178000
163,1630072,10.124000
164,1639814,9.742000
165,1650162,10.348000
166,1660031,9.869000
167,1669995,9.964000
168,1680331,10.336000
169,1689830,9.499000
170,1699972,10.142000
171,1710001,10.029000
172,1720036,10.035000
173,1729986,9.950000
174,1739769,9.783000
175,1749850,10.081000
176,1759903,10.053000
177,1770000,10.097000
178,1779887,9.887000
179,1789971,10.084000
180,1799892,9.921000
181,1809969,10.077000
182,1820126,10.157000
183,1830122,9.996000
184,1839843,9.721000
185,1849820,9.977000
186,1860447,10.627000
187,1869981,9.534000
188,1880067,10.086000
189,1889914,9.847000
190,1900213,10.299000
191,1910300,10.087000
192,1919932,9.632000
193,1930145,10.213000
194,1940215,10.070000
195,1949902,9.687000
196,1959914,10.012000
197,1969781,9.867000
198,1980036,10.255000
199,1989805,9.769000
200,2000307,10.502000
201,2010048,9.741000
202,2019992,9.944000
203,2029738,9.746000
204,2040206,10.468000
205,2050057,9.851000
206,2059942,9.885000
207,2070141,10.199000
208,2080126,9.985000
209,2089966,9.840000
210,2099931,9.965000
211,2110085,10.154000
212,2119927,9.842000
213,2129897,9.970000
214,2140216,10.319000
215,2149927,9.711000
216,2160014,10.087000
217,2169961,9.947000
218,2179880,9.919000
219,2189968,10.088000
220,2200185,10.217000
221,2209959,9.774000
222,2219916,9.957000
223,2230090,10.174000
224,2239976,9.886000
225,2250165,10.189000
226,2259932,9.767000
227,2270160,10.228000
228,2279931,9.771000
229,2290208,10.277000
230,2299967,9.759000
231,2310053,10.086000
232,2320363,10.310000
233,2329927,9.564000
234,2340029,10.102000
235,2350179,10.150000
236,2359957,9.778000
237,2370032,10.075000
238,2380072,10.040000
239,2390269,10.197000
240,2399990,9.721000
241,2409966,9.976000
242,2419907,9.941000
243,2429761,9.854000
244,2439921,10.160000
245,2450149,10.228000
246,2460135,9.986000
247,2469811,9.676000
248,2480001,10.190000
249,2489825,9.824000
250,2500046,10.221000
251,2510029,9.983000
252,2519907,9.878000
253,2530012,10.105000
254,2539977,9.965000
255,2550109,10.132000
256,2560083,9.974000
257,2570008,9.925000
258,2579959,9.951000
259,2590033,10.074000
260,2600070,10.037000
261,2610134,10.064000
262,2620280,10.146000
263,2629892,9.612000
264,2640368,10.476000
265,2649895,9.527000
266,2660016,10.121000
267,2670037,10.021000
268,2679968,9.931000
269,2690012,10.044000
270,2699918,9.906000
271,2710258,10.340000
272,2720034,9.776000
273,2730005,9.971000
274,2739935,9.930000
275,2750308,10.373000
276,2759719,9.411000
277,2770165,10.446000
278,2779934,9.769000
279,2789962,10.028000
280,2799922,9.960000
281,2809920,9.998000
282,2819941,10.021000
283,2830101,10.160000
284,2840090,9.989000
285,2849881,9.791000
286,2859730,9.849000
287,2870043,10.313000
288,2880295,10.252000
289,2889997,9.702000
290,2900065,10.068000
291,2910166,10.101000
292,2919968,9.802000
293,2929715,9.747000
294,2940172,10.457000
295,2950285,10.113000
296,2960127,9.842000
297,2969798,9.671000
298,2979933,10.135000
299,2990177,10.244000
300,2999960,9.783000
301,3010233,10.273000
302,3019884,9.651000
303,3029856,9.972000
304,3039663,9.807000
305,3049926,10.263000
306,3059830,9.904000
307,3070033,10.203000
308,3079916,9.883000
309,3089943,10.027000
310,3100385,10.442000
311,3109877,9.492000
312,3119935,10.058000
313,3129853,9.918000
314,3139951,10.098000
315,3149936,9.985000
316,3159964,10.028000
317,3170079,10.115000
318,3180150,10.071000
319,3190105,9.955000
320,3200076,9.971000
321,3209884,9.808000
322,3220302,10.418000
323,3229918,9.616000
324,3240060,10.142000
325,3249883,9.823000
326,3259970,10.087000
327,3269764,9.794000
328,3279760,9.996000
329,3290063,10.303000
330,3300360,10.297000
331,3309870,9.510000
332,3319971,10.101000
333,3329860,9.889000
334,3340200,10.340000
335,3350097,9.897000
336,3360062,9.965000
337,3370021,9.959000
338,3380135,10.114000
339,3389990,9.855000
340,3399910,9.920000
341,3409728,9.818000
342,3419683,9.955000
343,3429963,10.280000
344,3439959,9.996000
345,3450218,10.259000
346,3460001,9.783000
347,3470259,10.258000
348,3479980,9.721000
349,3489879,9.899000
350,3500038,10.159000
351,3510005,9.967000
352,3519972,9.967000
353,3529959,9.987000
354,3540134,10.175000
355,3550276,10.142000
356,3559950,9.674000
357,3570101,10.151000
358,3579686,9.585000
359,3590053,10.367000
360,3600119,10.066000
361,3609953,9.834000
362,3619947,9.994000
363,3630234,10.287000
364,3639985,9.751000
365,3650112,10.127000
366,3660147,10.035000
367,3670153,10.006000
368,3680182,10.029000
369,3689940,9.758000
370,3699952,10.012000
371,3709933,9.981000
372,3720039,10.106000
373,3730049,10.010000
374,3739774,9.725000
375,3749769,9.995000
376,3760123,10.354000
377,3769976,9.853000
378,3779986,10.010000
379,3789979,9.993000
380,3799881,9.902000
381,3810063,10.182000
382,3819602,9.539000
383,3830246,10.644000
384,3839827,9.581000
385,3850042,10.215000
386,3860065,10.023000
387,3869946,9.881000
388,3879873,9.927000
389,3889992,10.119000
390,3900052,10.060000
391,3909997,9.945000
392,3919990,9.993000
393,3930449,10.459000
394,3940077,9.628000
395,3949895,9.818000
396,3960217,10.322000
397,3969871,9.654000
398,3980115,10.244000
399,3990056,9.941000
400,3999992,9.936000
401,4009770,9.778000
402,4020056,10.286000
403,4029698,9.642000
404,4040064,10.366000
405,4050104,10.040000
406,4060110,10.006000
407,4069997,9.887000
408,4079606,9.609000
409,4090045,10.439000
410,4100151,10.106000
411,4109875,9.724000
412,4120271,10.396000
413,4129953,9.682000
414,4140107,10.154000
415,4150028,9.921000
416,4160080,10.052000
417,4169831,9.751000
418,4180135,10.304000
419,4189752,9.617000
420,4200192,10.440000
421,4209972,9.780000
422,4219974,10.002000
423,4229836,9.862000
424,4239707,9.871000
425,4250057,10.350000
426,4259943,9.886000
427,4270322,10.379000
428,4280337,10.015000
429,4290029,9.692000
430,4299914,9.885000
431,4310163,10.249000
432,4319994,9.831000
433,4329605,9.611000
434,4340054,10.449000
435,4349990,9.936000
436,4360012,10.022000
437,4370030,10.018000
438,4380245,10.215000
439,4389972,9.727000
440,4400154,10.182000
441,4410315,10.161000
